"BLU","GRE","RED","REDEDGE","NearIR","NDVI","NDRE","SR","GLI","RGI","ExG","meanRGB","RBI","ID_point","class"
0.2795,0.294,0.3438,0.4066,0.4801,0.165432698142979,0.0828916206157663,1.39645142524724,-0.0291422438702221,1.16938775510204,-0.0353,0.305766666666667,1.23005366726297,320992,2
0.2529,0.2677,0.3152,0.366,0.4395,0.16470120577713,0.0912476722532589,1.39435279187817,-0.0296329859537834,1.17743742995891,-0.0327000000000001,0.2786,1.24634242783709,321005,2
0.1095,0.128,0.1411,0.2005,0.2738,0.319836105085563,0.154543537845246,1.94046775336641,0.0106592972759574,1.10234375,0.00540000000000002,0.1262,1.28858447488584,321014,2
0.2514,0.2761,0.3005,0.4096,0.4775,0.227506426735218,0.076541539848946,1.58901830282862,0.000271714518612465,1.08837377761681,0.000299999999999967,0.276,1.19530628480509,321069,2
0.0879,0.1083,0.1132,0.1854,0.2828,0.428282828282828,0.208030756087142,2.4982332155477,0.0371079722288724,1.04524469067405,0.0155,0.103133333333333,1.28782707622298,321075,2
0.2508,0.2649,0.3013,0.3586,0.4227,0.16767955801105,0.0820427492640472,1.40292067706605,-0.0206118864959793,1.13741034352586,-0.0223,0.272333333333333,1.20135566188198,321099,2
0.2462,0.2622,0.3049,0.3604,0.438,0.179162740611119,0.0971943887775551,1.43653656936701,-0.0248256624825663,1.16285278413425,-0.0267000000000001,0.2711,1.23842404549147,321165,2
0.1054,0.1156,0.1299,0.1736,0.2599,0.333504361210877,0.199077277970012,2.00076982294072,-0.0087888531618435,1.12370242214533,-0.00409999999999999,0.116966666666667,1.23244781783681,321194,2
0.2163,0.2444,0.2687,0.3664,0.474,0.276423858893227,0.128034269395526,1.76404912541868,0.00390223865270079,1.0994271685761,0.00380000000000003,0.243133333333333,1.24225612575127,321341,2
0.2374,0.2891,0.3059,0.4505,0.5713,0.302553579571363,0.118222744176943,1.86760379208892,0.0311190370040125,1.05811138014528,0.0349,0.277466666666667,1.28854254422915,321412,2
0.2179,0.2238,0.2547,0.3178,0.4042,0.226893307026863,0.119667590027701,1.58696505692972,-0.0271680069550098,1.13806970509383,-0.025,0.232133333333333,1.16888480954566,341132,2
0.1881,0.192,0.2192,0.2772,0.3758,0.263193277310924,0.150995405819296,1.71441605839416,-0.0294452167319601,1.14166666666667,-0.0233,0.199766666666667,1.16533758639022,341440,2
0.1439,0.1849,0.1588,0.2978,0.4842,0.506065318818041,0.238363171355499,3.04911838790932,0.0997769516728625,0.858842617631152,0.0671,0.162533333333333,1.10354412786657,381387,2
0.1433,0.1568,0.1589,0.2143,0.2926,0.296124031007752,0.154468336950089,1.84140969162996,0.0185125040597596,1.01339285714286,0.0114,0.153,1.10886252616888,383402,2
0.1611,0.1728,0.1786,0.2195,0.3257,0.291691453499901,0.19479090242113,1.82362821948488,0.00860936815992998,1.03356481481481,0.00590000000000002,0.170833333333333,1.10862818125388,383536,2
0.1247,0.1401,0.1419,0.1901,0.2889,0.341225626740947,0.206263048016701,2.03594080338266,0.0248719824433065,1.01284796573876,0.0136,0.135566666666667,1.13793103448276,384966,2
0.1997,0.2095,0.2116,0.3116,0.436,0.34651019147622,0.166399143927234,2.06049149338374,0.00927375647356375,1.01002386634845,0.00769999999999998,0.206933333333333,1.05958938407611,412323,2
0.1521,0.1772,0.1572,0.2427,0.3383,0.365489404641776,0.164543889845095,2.15203562340967,0.0679523881271658,0.887133182844244,0.0451,0.162166666666667,1.03353057199211,412325,2
0.1498,0.17,0.1605,0.2263,0.3598,0.383048241399193,0.22777682989251,2.2417445482866,0.0456712286636937,0.944117647058824,0.0297,0.1601,1.07142857142857,412341,2
0.2036,0.2135,0.2064,0.2525,0.3657,0.278447823807027,0.183112261404076,1.7718023255814,0.020310633213859,0.966744730679157,0.017,0.207833333333333,1.01375245579568,412350,2
0.2232,0.23,0.2089,0.3123,0.3963,0.30964970257766,0.118543607112616,1.89707994255625,0.031274520793633,0.908260869565217,0.0279,0.2207,0.935931899641577,412405,2
0.1973,0.2084,0.2089,0.2602,0.3661,0.273391304347826,0.169088296343605,1.75251316419339,0.0128797083839611,1.00239923224568,0.0106,0.204866666666667,1.05879371515459,412423,2
0.1874,0.2116,0.209,0.3117,0.4351,0.351032448377581,0.16523835029459,2.08181818181818,0.0326988775012201,0.987712665406427,0.0268,0.202666666666667,1.11526147278549,412436,2
0.1472,0.155,0.155,0.2142,0.3298,0.360561056105611,0.2125,2.12774193548387,0.0127409343351846,1,0.00779999999999997,0.1524,1.05298913043478,412467,2
0.0116,0.0234,0.0139,0.06,0.1595,0.839677047289504,0.453302961275626,11.4748201438849,0.294605809128631,0.594017094017094,0.0213,0.0163,1.19827586206897,432427,4
0.0114,0.0188,0.0149,0.044,0.1007,0.742214532871972,0.391845196959226,6.75838926174497,0.176838810641628,0.792553191489362,0.0113,0.0150333333333333,1.30701754385965,432485,4
0.0079,0.0158,0.016,0.0425,0.1011,0.726729291204099,0.408077994428969,6.31875,0.138738738738739,1.0126582278481,0.0077,0.0132333333333333,2.0253164556962,433243,4
0.0107,0.0158,0.0157,0.0466,0.1021,0.733446519524618,0.373234700739744,6.5031847133758,0.0896551724137932,0.993670886075949,0.0052,0.0140666666666667,1.46728971962617,433666,4
0.0083,0.0153,0.007,0.0505,0.1293,0.897285399853265,0.438264738598443,18.4714285714286,0.333333333333333,0.457516339869281,0.0153,0.0102,0.843373493975904,434542,4
0.0109,0.021,0.0135,0.0519,0.1362,0.819639278557114,0.448165869218501,10.0888888888889,0.265060240963855,0.642857142857143,0.0176,0.0151333333333333,1.23853211009174,434821,4
0.0133,0.0254,0.0184,0.0593,0.132,0.75531914893617,0.38003136434919,7.17391304347826,0.231515151515152,0.724409448818898,0.0191,0.0190333333333333,1.38345864661654,435202,4
0.0091,0.0161,0.0067,0.0531,0.1375,0.907073509015256,0.442812172088143,20.5223880597015,0.341666666666667,0.416149068322981,0.0164,0.0106333333333333,0.736263736263736,436185,4
0.0093,0.0146,0.0078,0.0381,0.1205,0.878409976617303,0.519546027742749,15.4487179487179,0.26133909287257,0.534246575342466,0.0121,0.0105666666666667,0.838709677419355,441148,4
0.009,0.0194,0.009,0.0483,0.1304,0.870875179340029,0.459429210968103,14.4888888888889,0.366197183098592,0.463917525773196,0.0208,0.0124666666666667,1,441210,4
0.0097,0.0171,0.01,0.043,0.1223,0.848828420256992,0.479733817301875,12.23,0.269016697588126,0.584795321637427,0.0145,0.0122666666666667,1.03092783505155,441668,4
0.0085,0.0148,0.0081,0.0421,0.1163,0.869774919614148,0.468434343434343,14.358024691358,0.281385281385281,0.547297297297297,0.013,0.0104666666666667,0.952941176470588,442782,4
0.0094,0.0176,0.0104,0.05,0.1392,0.86096256684492,0.471458773784355,13.3846153846154,0.28,0.590909090909091,0.0154,0.0124666666666667,1.1063829787234,442908,4
0.0091,0.0131,0.0094,0.0403,0.1093,0.841617523167649,0.461229946524064,11.6276595744681,0.172259507829978,0.717557251908397,0.0077,0.0105333333333333,1.03296703296703,444004,4
0.0086,0.0127,0.0093,0.0384,0.1049,0.837127845884413,0.464061409630147,11.2795698924731,0.173210161662818,0.732283464566929,0.0075,0.0102,1.08139534883721,444729,4
0.0094,0.0147,0.0078,0.0403,0.1085,0.865864144453998,0.458333333333333,13.9102564102564,0.261802575107296,0.530612244897959,0.0122,0.0106333333333333,0.829787234042553,445666,4
0.008,0.02,0.0082,0.057,0.1387,0.888359428182437,0.41747572815534,16.9146341463415,0.423487544483986,0.41,0.0238,0.0120666666666667,1.025,479084,4
0.0084,0.0208,0.0103,0.0573,0.1513,0.872524752475248,0.450623202301055,14.6893203883495,0.379767827529021,0.495192307692308,0.0229,0.0131666666666667,1.22619047619048,479139,4
0.0086,0.0168,0.0097,0.0457,0.1265,0.857562408223201,0.469221835075494,13.0412371134021,0.294797687861272,0.577380952380952,0.0153,0.0117,1.12790697674419,479913,4
0.0075,0.0156,0.0087,0.0379,0.1088,0.851914893617021,0.483299250170416,12.5057471264368,0.316455696202532,0.557692307692308,0.015,0.0106,1.16,480172,4
0.0082,0.017,0.0091,0.0421,0.1147,0.852988691437803,0.463010204081633,12.6043956043956,0.325536062378168,0.535294117647059,0.0167,0.0114333333333333,1.10975609756098,480190,4
