"BLU","GRE","RED","REDEDGE","NearIR","NDVI","NDRE","SR","GLI","RGI","ExG","meanRGB","RBI","ID_point","class"
0.0082,0.0186,0.009,0.0536,0.1408,0.879839786381842,0.448559670781893,15.6444444444444,0.367647058823529,0.483870967741935,0.02,0.0119333333333333,1.09756097560976,480870,4
0.0091,0.0226,0.0124,0.0542,0.1494,0.84672435105068,0.467583497053045,12.0483870967742,0.355322338830585,0.548672566371681,0.0237,0.0147,1.36263736263736,480957,4
0.0109,0.0184,0.0114,0.0451,0.1208,0.827534039334342,0.456298975286317,10.5964912280702,0.245346869712352,0.619565217391304,0.0145,0.0135666666666667,1.04587155963303,481613,4
0.0104,0.0168,0.0113,0.0424,0.1171,0.82398753894081,0.46833855799373,10.3628318584071,0.215189873417722,0.672619047619048,0.0119,0.0128333333333333,1.08653846153846,481614,4
0.0075,0.0155,0.0084,0.0427,0.1233,0.872437357630979,0.485542168674699,14.6785714285714,0.321961620469083,0.541935483870968,0.0151,0.0104666666666667,1.12,482612,4
0.0108,0.0215,0.0133,0.064,0.1582,0.844897959183673,0.423942394239424,11.8947368421053,0.28166915052161,0.618604651162791,0.0189,0.0152,1.23148148148148,482669,4
0.0108,0.0182,0.0085,0.0449,0.1225,0.870229007633588,0.463560334528076,14.4117647058824,0.307001795332136,0.467032967032967,0.0171,0.0125,0.787037037037037,482758,4
0.0085,0.0171,0.0099,0.0471,0.1289,0.857348703170029,0.464772727272727,13.020202020202,0.300380228136882,0.578947368421053,0.0158,0.0118333333333333,1.16470588235294,483026,4
0.0087,0.0191,0.0097,0.0523,0.1643,0.888505747126437,0.517082179132041,16.9381443298969,0.34982332155477,0.507853403141361,0.0198,0.0125,1.11494252873563,483034,4
0.0091,0.018,0.0111,0.053,0.1348,0.847840986977382,0.435569755058573,12.1441441441441,0.281138790035587,0.616666666666667,0.0158,0.0127333333333333,1.21978021978022,483064,4
0.0081,0.0146,0.01,0.039,0.1055,0.826839826839827,0.460207612456747,10.55,0.234672304439746,0.684931506849315,0.0111,0.0109,1.23456790123457,483156,4
0.0095,0.0209,0.0103,0.0553,0.1463,0.86845466155811,0.451388888888889,14.2038834951456,0.357142857142857,0.492822966507177,0.022,0.0135666666666667,1.08421052631579,483561,4
0.0073,0.0146,0.0074,0.0375,0.1094,0.873287671232877,0.489448604492852,14.7837837837838,0.330296127562642,0.506849315068493,0.0145,0.00976666666666667,1.01369863013699,483637,4
0.0076,0.0142,0.0093,0.0426,0.1186,0.854573885848319,0.471464019851117,12.752688172043,0.253863134657837,0.654929577464789,0.0115,0.0103666666666667,1.22368421052632,483939,4
0.0079,0.0198,0.0112,0.0548,0.1374,0.849259757738897,0.429760665972945,12.2678571428571,0.34923339011925,0.565656565656566,0.0205,0.0129666666666667,1.41772151898734,484089,4
0.0107,0.0187,0.0096,0.0611,0.1557,0.883847549909256,0.436346863468635,16.21875,0.296360485268631,0.513368983957219,0.0171,0.013,0.897196261682243,484117,4
0.01,0.0219,0.0113,0.0633,0.1727,0.877173913043478,0.463559322033898,15.283185840708,0.345622119815668,0.515981735159817,0.0225,0.0144,1.13,485677,4
0.0114,0.0214,0.0124,0.0691,0.1804,0.871369294605809,0.446092184368738,14.5483870967742,0.285285285285285,0.579439252336449,0.019,0.0150666666666667,1.08771929824561,486827,4
0.0107,0.0184,0.0116,0.0535,0.1535,0.859479103573592,0.483091787439614,13.2327586206897,0.245346869712352,0.630434782608696,0.0145,0.0135666666666667,1.08411214953271,489978,4
0.009,0.0172,0.0097,0.0468,0.1263,0.857352941176471,0.459272097053726,13.020618556701,0.295668549905838,0.563953488372093,0.0157,0.0119666666666667,1.07777777777778,490941,4
0.0098,0.0194,0.0108,0.0569,0.151,0.866501854140915,0.452621452621453,13.9814814814815,0.306397306397306,0.556701030927835,0.0182,0.0133333333333333,1.10204081632653,491375,4
0.0095,0.0178,0.0105,0.0417,0.1123,0.828990228013029,0.458441558441558,10.6952380952381,0.280575539568345,0.589887640449438,0.0156,0.0126,1.10526315789474,516910,4
0.0083,0.0192,0.01,0.0496,0.1239,0.850634802091113,0.428242074927954,12.39,0.354497354497354,0.520833333333333,0.0201,0.0125,1.20481927710843,518150,4
0.0109,0.0213,0.0144,0.0523,0.1308,0.801652892561983,0.428727471327144,9.08333333333333,0.254786450662739,0.676056338028169,0.0173,0.0155333333333333,1.32110091743119,527088,4
0.0104,0.0188,0.0131,0.0522,0.1275,0.813655761024182,0.419031719532554,9.73282442748092,0.230769230769231,0.696808510638298,0.0141,0.0141,1.25961538461538,527611,4
0.0134,0.0187,0.0147,0.0343,0.0888,0.715942028985507,0.442729488220959,6.04081632653061,0.141984732824428,0.786096256684492,0.0093,0.0156,1.09701492537313,527662,4
0.0113,0.0176,0.0141,0.0339,0.0945,0.740331491712707,0.47196261682243,6.70212765957447,0.161716171617162,0.801136363636364,0.0098,0.0143333333333333,1.24778761061947,527665,4
0.0102,0.0147,0.0118,0.0385,0.0859,0.758444216990788,0.381028938906752,7.27966101694915,0.143968871595331,0.802721088435374,0.0074,0.0122333333333333,1.15686274509804,527838,4
0.0086,0.015,0.0129,0.0355,0.0983,0.767985611510791,0.469357249626308,7.62015503875969,0.16504854368932,0.86,0.0085,0.0121666666666667,1.5,528398,4
0.0117,0.0162,0.0148,0.0423,0.0992,0.740350877192983,0.402120141342756,6.7027027027027,0.100169779286927,0.91358024691358,0.0059,0.0142333333333333,1.26495726495726,529680,4
0.0095,0.0184,0.0123,0.0496,0.1165,0.809006211180124,0.402769416014449,9.47154471544716,0.255972696245734,0.668478260869565,0.015,0.0134,1.29473684210526,531551,4
0.0104,0.018,0.0129,0.0527,0.1256,0.813718411552347,0.408861469433539,9.73643410852713,0.214165261382799,0.716666666666667,0.0127,0.0137666666666667,1.24038461538462,531631,4
0.0086,0.0158,0.0116,0.0402,0.099,0.790235081374322,0.422413793103448,8.53448275862069,0.22007722007722,0.734177215189873,0.0114,0.012,1.34883720930233,531679,4
0.0099,0.0198,0.0127,0.0481,0.1294,0.821252638986629,0.458028169014084,10.1889763779528,0.273311897106109,0.641414141414141,0.017,0.0141333333333333,1.28282828282828,532063,4
0.0071,0.0194,0.0086,0.0493,0.1304,0.876258992805755,0.451307735114079,15.1627906976744,0.423853211009174,0.443298969072165,0.0231,0.0117,1.2112676056338,536635,4
0.012,0.0225,0.0154,0.0532,0.1365,0.797235023041475,0.439114391143911,8.86363636363636,0.243093922651934,0.684444444444445,0.0176,0.0166333333333333,1.28333333333333,537528,4
0.012,0.0208,0.0166,0.0556,0.1607,0.812746756909193,0.485899214054554,9.68072289156627,0.185185185185185,0.798076923076923,0.013,0.0164666666666667,1.38333333333333,541682,4
0.0099,0.0162,0.0123,0.0441,0.1214,0.816005983545251,0.467069486404834,9.86991869918699,0.186813186813187,0.759259259259259,0.0102,0.0128,1.24242424242424,541918,4
0.0107,0.0179,0.0137,0.0554,0.143,0.825143586470964,0.441532258064516,10.4379562043796,0.18936877076412,0.76536312849162,0.0114,0.0141,1.2803738317757,541971,4
0.0117,0.0222,0.0136,0.066,0.1724,0.853763440860215,0.446308724832215,12.6764705882353,0.27403156384505,0.612612612612613,0.0191,0.0158333333333333,1.16239316239316,541995,4
0.0093,0.0161,0.0102,0.0499,0.1278,0.852173913043478,0.438379290939786,12.5294117647059,0.245647969052224,0.633540372670808,0.0127,0.0118666666666667,1.09677419354839,542157,4
0.0092,0.0152,0.0107,0.0414,0.1077,0.819256756756757,0.44466800804829,10.0654205607477,0.208747514910537,0.703947368421053,0.0105,0.0117,1.16304347826087,542513,4
0.0098,0.0181,0.0112,0.0489,0.125,0.83553597650514,0.437607820586544,11.1607142857143,0.265734265734266,0.61878453038674,0.0152,0.0130333333333333,1.14285714285714,544283,4
0.0086,0.0149,0.011,0.0457,0.121,0.833333333333333,0.451709658068386,11,0.206477732793522,0.738255033557047,0.0102,0.0115,1.27906976744186,544358,4
0.0078,0.0149,0.0077,0.034,0.1106,0.869822485207101,0.529737206085754,14.3636363636364,0.315673289183223,0.516778523489933,0.0143,0.0101333333333333,0.987179487179487,544489,4
0.0081,0.0173,0.0082,0.0554,0.1464,0.89391979301423,0.450941526263627,17.8536585365854,0.359528487229862,0.473988439306358,0.0183,0.0112,1.01234567901235,544540,4
0.0081,0.0154,0.0122,0.0457,0.1148,0.807874015748031,0.430529595015576,9.40983606557377,0.205479452054795,0.792207792207792,0.0105,0.0119,1.50617283950617,544559,4
0.0121,0.0246,0.0176,0.0548,0.1188,0.741935483870968,0.368663594470046,6.75,0.247148288973384,0.715447154471545,0.0195,0.0181,1.45454545454545,548481,4
0.0133,0.0245,0.0144,0.0593,0.1422,0.816091954022989,0.411414392059553,9.875,0.277705345501956,0.587755102040816,0.0213,0.0174,1.08270676691729,549369,4
0.0089,0.0205,0.0125,0.0557,0.1197,0.81089258698941,0.364880273660205,9.576,0.314102564102564,0.609756097560976,0.0196,0.0139666666666667,1.40449438202247,551711,4
0.0094,0.0228,0.0129,0.0485,0.1084,0.787304204451773,0.381771829190567,8.4031007751938,0.343151693667158,0.565789473684211,0.0233,0.0150333333333333,1.37234042553191,552438,4
0.0105,0.0171,0.0142,0.049,0.1023,0.756223175965665,0.352280237937872,7.20422535211268,0.161290322580645,0.830409356725146,0.0095,0.0139333333333333,1.35238095238095,560831,4
0.0165,0.02,0.0192,0.041,0.092,0.654676258992806,0.383458646616541,4.79166666666667,0.0568031704095113,0.96,0.00430000000000001,0.0185666666666667,1.16363636363636,560898,4
0.0118,0.0176,0.0182,0.0378,0.0918,0.669090909090909,0.416666666666667,5.04395604395604,0.0797546012269939,1.03409090909091,0.0052,0.0158666666666667,1.54237288135593,560899,4
0.0119,0.0204,0.017,0.0488,0.1001,0.709649871904355,0.344526527871054,5.88823529411765,0.170731707317073,0.833333333333333,0.0119,0.0164333333333333,1.42857142857143,561070,4
0.0076,0.017,0.0118,0.0362,0.0891,0.766105054509415,0.42218675179569,7.55084745762712,0.273408239700375,0.694117647058824,0.0146,0.0121333333333333,1.55263157894737,561216,4
0.0135,0.017,0.0175,0.0402,0.1066,0.717969379532635,0.452316076294278,6.09142857142857,0.0461538461538462,1.02941176470588,0.003,0.016,1.2962962962963,561283,4
0.0082,0.0145,0.0127,0.0325,0.086,0.742654508611955,0.451476793248945,6.77165354330709,0.162324649298597,0.875862068965517,0.0081,0.0118,1.54878048780488,561623,4
0.0075,0.0168,0.0114,0.0357,0.0887,0.772227772227772,0.42604501607717,7.78070175438596,0.28,0.678571428571429,0.0147,0.0119,1.52,562348,4
0.0105,0.0167,0.0134,0.0478,0.1004,0.764499121265378,0.354925775978408,7.49253731343284,0.165794066317626,0.802395209580838,0.0095,0.0135333333333333,1.27619047619048,563764,4
0.008,0.0136,0.0129,0.0272,0.0823,0.728991596638656,0.503196347031963,6.37984496124031,0.130977130977131,0.948529411764706,0.0063,0.0115,1.6125,563894,4
0.0124,0.0212,0.0196,0.0461,0.0966,0.662650602409639,0.353889278206027,4.92857142857143,0.139784946236559,0.924528301886792,0.0104,0.0177333333333333,1.58064516129032,566869,4
0.0995,0.1905,0.1218,0.3861,0.5603,0.642867614719249,0.184065934065934,4.60016420361248,0.265150257346837,0.639370078740157,0.1597,0.137266666666667,1.22412060301508,584174,1
0.0944,0.1794,0.1062,0.3735,0.5811,0.690964644260148,0.217473287240729,5.47175141242938,0.282803003217733,0.591973244147157,0.1582,0.126666666666667,1.125,599434,1
0.1057,0.2063,0.1172,0.407,0.6266,0.684861521914493,0.212461300309598,5.34641638225256,0.298505114083399,0.568104701890451,0.1897,0.143066666666667,1.10879848628193,599926,1
0.2136,0.2258,0.258,0.3026,0.3743,0.183931678000949,0.105924065593145,1.45077519379845,-0.0216637781629116,1.14260407440213,-0.02,0.232466666666667,1.20786516853933,600390,2
0.0847,0.1385,0.0929,0.2609,0.3954,0.619496211345484,0.204936766722535,4.25618945102261,0.218653761548614,0.670758122743682,0.0994,0.105366666666667,1.09681227863046,600961,1
0.0916,0.2054,0.1094,0.4154,0.6381,0.707290969899665,0.211390602752729,5.8327239488117,0.342922523700556,0.532619279454722,0.2098,0.135466666666667,1.1943231441048,601202,1
0.0478,0.107,0.053,0.2122,0.3926,0.762118491921005,0.298280423280423,7.40754716981132,0.359593392630241,0.495327102803738,0.1132,0.0692666666666667,1.10878661087866,601206,1
0.151,0.1695,0.1706,0.2176,0.2982,0.272184300341297,0.156262117099651,1.74794841735053,0.0263396911898275,1.00648967551622,0.0174,0.1637,1.12980132450331,602008,2
0.1197,0.2453,0.15,0.4746,0.6898,0.642772088592522,0.184816214359327,4.59866666666667,0.290543206628962,0.611496127191195,0.2209,0.171666666666667,1.2531328320802,602896,1
0.0927,0.1744,0.1093,0.3299,0.4829,0.630867950016886,0.188238188976378,4.41811527904849,0.266521423384168,0.626720183486238,0.1468,0.125466666666667,1.17907227615965,603218,1
0.0962,0.1059,0.1129,0.1629,0.2727,0.414419087136929,0.252066115702479,2.41541186891054,0.00641482537419813,1.06610009442871,0.00269999999999998,0.105,1.17359667359667,603307,2
0.0661,0.138,0.0715,0.2691,0.4578,0.729831853391271,0.259595542715642,6.4027972027972,0.334622823984526,0.518115942028985,0.1384,0.0918666666666667,1.08169440242057,604433,1
0.083,0.1741,0.1029,0.3551,0.5527,0.686089078706528,0.217669090107953,5.3712342079689,0.303875678711852,0.591039632395175,0.1623,0.12,1.23975903614458,604608,1
0.1196,0.2102,0.1391,0.3856,0.5582,0.601032554137387,0.182877728332274,4.01294033069734,0.238109262258872,0.66175071360609,0.1617,0.1563,1.16304347826087,605042,1
0.1356,0.2241,0.1432,0.3702,0.5656,0.595936794582393,0.208805300277837,3.94972067039106,0.233012379642366,0.639000446229362,0.1694,0.167633333333333,1.05604719764012,605376,1
0.1042,0.1958,0.1194,0.4007,0.5934,0.664983164983165,0.193843677698421,4.96984924623116,0.273081924577373,0.609805924412666,0.168,0.1398,1.14587332053743,605570,1
0.0829,0.1742,0.1031,0.3468,0.5311,0.674865972879218,0.209932794167901,5.15130940834142,0.303892215568862,0.591848450057405,0.1624,0.120066666666667,1.24366706875754,606187,1
0.1624,0.1935,0.1856,0.2702,0.3848,0.349228611500701,0.174961832061069,2.07327586206897,0.053061224489796,0.959173126614987,0.039,0.1805,1.14285714285714,609231,2
0.1839,0.1964,0.1932,0.2296,0.3058,0.22565130260521,0.142323496451251,1.58281573498965,0.0203922587349006,0.983706720977597,0.0157,0.191166666666667,1.05057096247961,609289,2
0.1724,0.1864,0.204,0.2749,0.3493,0.262606181095247,0.119192566485101,1.71225490196078,-0.00480512546716493,1.09442060085837,-0.00359999999999994,0.1876,1.18329466357309,730280,2
0.014,0.0221,0.0226,0.0588,0.1215,0.686328938237335,0.347753743760399,5.37610619469027,0.0940594059405941,1.02262443438914,0.0076,0.0195666666666667,1.61428571428571,737060,4
0.0133,0.0178,0.0157,0.0423,0.0961,0.719141323792487,0.388728323699422,6.12101910828026,0.102167182662539,0.882022471910112,0.0066,0.0156,1.18045112781955,737272,4
0.0115,0.0177,0.0141,0.0382,0.1013,0.755632582322357,0.452329749103943,7.18439716312057,0.160655737704918,0.796610169491525,0.0098,0.0144333333333333,1.22608695652174,769650,4
0.0533,0.1104,0.0659,0.2384,0.3821,0.705803571428571,0.231587429492345,5.79817905918058,0.298823529411765,0.596920289855073,0.1016,0.0765333333333333,1.23639774859287,770773,4
0.0096,0.0192,0.0123,0.0532,0.1433,0.841902313624679,0.45852417302799,11.650406504065,0.27363184079602,0.640625,0.0165,0.0137,1.28125,771940,4
0.0087,0.0165,0.0109,0.0455,0.1116,0.822040816326531,0.420751113940166,10.2385321100917,0.254752851711027,0.660606060606061,0.0134,0.0120333333333333,1.25287356321839,773437,4
0.0794,0.1626,0.092,0.3672,0.6156,0.739966082532504,0.252747252747253,6.69130434782609,0.309706000805477,0.565805658056581,0.1538,0.111333333333333,1.15869017632242,792138,1
0.0839,0.1675,0.0944,0.352,0.6324,0.740231150247661,0.284843559528647,6.69915254237288,0.305279563608026,0.563582089552239,0.1567,0.115266666666667,1.12514898688915,792527,1
0.1041,0.1861,0.1353,0.3868,0.5785,0.620902213505184,0.198591111571532,4.27568366592757,0.217135382603008,0.727028479312198,0.1328,0.141833333333333,1.29971181556196,792543,1
0.0827,0.1703,0.103,0.386,0.6156,0.713331477873643,0.229233226837061,5.97669902912621,0.294318829564887,0.604815032295948,0.1549,0.118666666666667,1.24546553808948,792576,1
0.074,0.1379,0.1018,0.3062,0.4735,0.646097688162698,0.214569706297294,4.65127701375246,0.221434898139947,0.73821609862219,0.1,0.104566666666667,1.37567567567568,792788,1
0.0692,0.1395,0.0967,0.3001,0.5079,0.680119086999669,0.257178217821782,5.25232678386763,0.254214430209036,0.693189964157706,0.1131,0.1018,1.39739884393064,792976,1
0.0801,0.1597,0.0951,0.3429,0.5673,0.71286231884058,0.246539222148978,5.96529968454259,0.291548726243429,0.595491546649969,0.1442,0.111633333333333,1.187265917603,793585,1
0.0154,0.0185,0.015,0.0403,0.0879,0.708454810495627,0.371294851794072,5.86,0.0979228486646884,0.810810810810811,0.0066,0.0163,0.974025974025974,794482,4
0.0154,0.018,0.0175,0.0362,0.0849,0.658203125,0.402146985962015,4.85142857142857,0.0449927431059506,0.972222222222222,0.0031,0.0169666666666667,1.13636363636364,795142,4
0.015,0.0178,0.0151,0.0388,0.0894,0.711004784688995,0.394695787831513,5.9205298013245,0.0837138508371385,0.848314606741573,0.0055,0.0159666666666667,1.00666666666667,795744,4
0.0162,0.0208,0.0179,0.044,0.0909,0.670955882352941,0.347664936990363,5.07821229050279,0.0990752972258917,0.860576923076923,0.0075,0.0183,1.10493827160494,795768,4
0.008,0.0125,0.0099,0.0331,0.0781,0.775,0.404676258992806,7.88888888888889,0.165501165501166,0.792,0.0071,0.0101333333333333,1.2375,796132,4
0.006,0.014,0.0083,0.04,0.0883,0.82815734989648,0.376461418550273,10.6385542168675,0.32387706855792,0.592857142857143,0.0137,0.00943333333333333,1.38333333333333,796260,4
0.0144,0.0194,0.014,0.0406,0.089,0.728155339805825,0.373456790123457,6.35714285714286,0.154761904761905,0.721649484536082,0.0104,0.0159333333333333,0.972222222222222,796353,4
0.0117,0.0169,0.0134,0.0439,0.1096,0.782113821138211,0.428013029315961,8.17910447761194,0.147707979626485,0.792899408284024,0.0087,0.014,1.14529914529915,796734,4
0.017,0.0281,0.019,0.0625,0.1341,0.751796211626388,0.364191251271617,7.05789473684211,0.219088937093275,0.676156583629893,0.0202,0.0213666666666667,1.11764705882353,796941,4
0.0124,0.0189,0.0143,0.0403,0.0948,0.737855178735105,0.40340488527017,6.62937062937063,0.172093023255814,0.756613756613757,0.0111,0.0152,1.15322580645161,797181,4
0.0078,0.0147,0.0133,0.034,0.0882,0.737931034482759,0.443535188216039,6.63157894736842,0.164356435643564,0.904761904761905,0.0083,0.0119333333333333,1.70512820512821,797455,4
0.0102,0.016,0.0134,0.037,0.0928,0.747645951035782,0.429892141756548,6.92537313432836,0.151079136690647,0.8375,0.0084,0.0132,1.31372549019608,798042,4
0.0117,0.0164,0.0154,0.0447,0.1126,0.759375,0.431659249841068,7.31168831168831,0.0951585976627713,0.939024390243902,0.0057,0.0145,1.31623931623932,798701,4
0.0781,0.1486,0.1038,0.3002,0.4861,0.648075945075437,0.236423756835813,4.68304431599229,0.240659570027134,0.698519515477793,0.1153,0.110166666666667,1.32906530089629,798845,1
0.0091,0.0141,0.0107,0.0297,0.0857,0.778008298755187,0.48526863084922,8.00934579439252,0.175,0.75886524822695,0.0084,0.0113,1.17582417582418,798999,4
0.0105,0.0174,0.014,0.0413,0.0975,0.748878923766816,0.404899135446686,6.96428571428571,0.173693086003373,0.804597701149425,0.0103,0.0139666666666667,1.33333333333333,799243,4
0.0902,0.165,0.1148,0.3363,0.4957,0.623914823914824,0.191586538461538,4.31794425087108,0.233644859813084,0.695757575757576,0.125,0.123333333333333,1.27272727272727,799812,1
0.0101,0.0133,0.0102,0.0328,0.0685,0.740787801778907,0.352418558736426,6.7156862745098,0.134328358208955,0.766917293233083,0.0063,0.0112,1.00990099009901,801994,4
0.0112,0.0152,0.0145,0.035,0.0878,0.716520039100684,0.429967426710098,6.0551724137931,0.0837789661319073,0.953947368421053,0.0047,0.0136333333333333,1.29464285714286,802074,4
0.0156,0.0199,0.0175,0.0428,0.0913,0.678308823529412,0.361670395227442,5.21714285714286,0.0919067215363512,0.879396984924623,0.0067,0.0176666666666667,1.12179487179487,802154,4
0.0178,0.0278,0.024,0.0638,0.1277,0.68358602504944,0.333681462140992,5.32083333333333,0.141683778234086,0.863309352517986,0.0138,0.0232,1.34831460674157,802622,4
0.0176,0.0531,0.0188,0.1315,0.2507,0.860482374768089,0.311878597592883,13.3351063829787,0.489481065918654,0.354048964218456,0.0698,0.0298333333333333,1.06818181818182,812447,1
0.1082,0.1854,0.1392,0.373,0.526,0.581479254359591,0.170189098998888,3.77873563218391,0.199611776124232,0.750809061488673,0.1234,0.144266666666667,1.28650646950092,813687,1
0.1249,0.218,0.1506,0.4164,0.631,0.614636642784033,0.204888294825282,4.18990703851262,0.225579761068166,0.690825688073395,0.1605,0.1645,1.20576461168935,813733,1
0.1117,0.2059,0.1575,0.4057,0.5818,0.573921276883539,0.178329113924051,3.69396825396825,0.209397944199706,0.764934434191355,0.1426,0.158366666666667,1.41002685765443,813780,1
0.115,0.1315,0.1475,0.1854,0.2387,0.236147074054894,0.125677906154209,1.61830508474576,0.000951474785918201,1.12167300380228,5e-04,0.131333333333333,1.28260869565217,813955,2
0.2741,0.2753,0.3184,0.366,0.428,0.146838156484459,0.0780856423173804,1.34422110552764,-0.0366547108739393,1.15655648383582,-0.0419,0.289266666666667,1.16161984677125,814254,2
0.02,0.0275,0.024,0.057,0.108,0.636363636363636,0.309090909090909,4.5,0.111111111111111,0.872727272727273,0.011,0.0238333333333333,1.2,814434,4
0.0203,0.0271,0.02,0.0611,0.1183,0.710773680404917,0.318840579710145,5.915,0.147089947089947,0.738007380073801,0.0139,0.0224666666666667,0.985221674876847,814439,4
0.2144,0.2419,0.2581,0.3188,0.3648,0.171295553058276,0.0672908133411352,1.4134056567222,0.011816375614347,1.0669698222406,0.0113,0.238133333333333,1.20382462686567,815198,2
0.2763,0.2739,0.321,0.38,0.424,0.138255033557047,0.054726368159204,1.3208722741433,-0.0432276657060519,1.17196056955093,-0.0495,0.2904,1.16178067318132,815259,2
0.0922,0.1567,0.1143,0.3137,0.491,0.622336031719808,0.220330557971915,4.29571303587052,0.205616464704751,0.729419272495214,0.1069,0.121066666666667,1.23969631236443,815460,1
0.0883,0.1619,0.1178,0.3693,0.581,0.662850601030338,0.222771756287488,4.9320882852292,0.222117380637856,0.727609635577517,0.1177,0.122666666666667,1.33408833522084,816174,1
0.2365,0.257,0.2719,0.3652,0.3943,0.183728610027019,0.038314680710994,1.4501655020228,0.00547730829420975,1.0579766536965,0.00560000000000005,0.255133333333333,1.14968287526427,816798,2
0.0161,0.0253,0.0193,0.0551,0.1103,0.702160493827161,0.333736396614268,5.71502590673575,0.176744186046512,0.762845849802372,0.0152,0.0202333333333333,1.19875776397516,817619,4
0.2181,0.2523,0.2642,0.3147,0.3963,0.2,0.114767932489451,1.5,0.0225960077008816,1.04716607213635,0.0223000000000001,0.244866666666667,1.2113709307657,817652,2
0.026,0.0409,0.0288,0.0842,0.1764,0.719298245614035,0.353798925556408,6.125,0.197657393850659,0.704156479217604,0.027,0.0319,1.10769230769231,817658,4
0.0246,0.0366,0.027,0.0737,0.1371,0.670932358318099,0.300759013282732,5.07777777777778,0.173076923076923,0.737704918032787,0.0216,0.0294,1.09756097560976,818012,4
0.2308,0.2526,0.2871,0.3403,0.404,0.169150629431341,0.0855837699852211,1.40717520027865,-0.0124132538363797,1.13657957244656,-0.0127,0.256833333333333,1.24393414211438,818725,2
0.0889,0.1612,0.115,0.3319,0.5718,0.665113570180548,0.265464202722142,4.97217391304348,0.225156754702641,0.713399503722084,0.1185,0.1217,1.29358830146232,818773,1
0.2549,0.2772,0.3054,0.3539,0.4132,0.150013915947676,0.0773041324468779,1.35297969875573,-0.00529290392033733,1.1017316017316,-0.00590000000000002,0.279166666666667,1.1981169085916,819161,2
0.2221,0.2436,0.2722,0.332,0.3665,0.147643651166432,0.0493915533285612,1.34643644379133,-0.0072338257768721,1.11740558292282,-0.00709999999999994,0.245966666666667,1.22557406573615,819167,2
0.0168,0.0225,0.0181,0.0482,0.1051,0.706168831168831,0.371167645140248,5.80662983425414,0.126408010012516,0.804444444444445,0.0101,0.0191333333333333,1.07738095238095,822821,4
0.0074,0.0151,0.0102,0.042,0.106,0.824440619621343,0.432432432432432,10.3921568627451,0.263598326359833,0.675496688741722,0.0126,0.0109,1.37837837837838,822925,4
0.01,0.0172,0.0106,0.0394,0.101,0.810035842293907,0.438746438746439,9.52830188679245,0.250909090909091,0.616279069767442,0.0138,0.0126,1.06,822931,4
0.0114,0.0202,0.014,0.0509,0.1074,0.769357495881384,0.356917245735944,7.67142857142857,0.227963525835866,0.693069306930693,0.015,0.0152,1.2280701754386,822959,4
0.0122,0.0225,0.0159,0.0496,0.1143,0.755760368663594,0.394752898108603,7.18867924528302,0.231190150478796,0.706666666666667,0.0169,0.0168666666666667,1.30327868852459,823050,4
0.0115,0.0204,0.014,0.0478,0.1125,0.778656126482213,0.40361821584529,8.03571428571429,0.230769230769231,0.686274509803922,0.0153,0.0153,1.21739130434783,823365,4
0.0829,0.1711,0.1151,0.3491,0.4984,0.624775876120619,0.176165191740413,4.33014769765421,0.26693817104776,0.67270601987142,0.1442,0.123033333333333,1.38841978287093,823642,1
0.0141,0.0239,0.0159,0.0489,0.1054,0.737840065952185,0.366169799092677,6.62893081761006,0.22879177377892,0.665271966527197,0.0178,0.0179666666666667,1.12765957446809,823769,4
0.0842,0.1679,0.1183,0.3527,0.4825,0.606191744340879,0.155411877394636,4.07861369399831,0.247631432286829,0.704586063132817,0.1333,0.123466666666667,1.40498812351544,823915,1
0.1366,0.1484,0.1686,0.2006,0.27,0.231190150478796,0.14747131321717,1.60142348754448,-0.013953488372093,1.13611859838275,-0.00840000000000002,0.1512,1.23426061493411,824007,2
0.009,0.0127,0.0106,0.0309,0.0778,0.760180995475113,0.43146274149034,7.33962264150943,0.128888888888889,0.834645669291339,0.0058,0.0107666666666667,1.17777777777778,824037,4
0.0786,0.1567,0.1121,0.3162,0.471,0.615503344194821,0.196646341463415,4.20160570918822,0.243404086490776,0.715379706445437,0.1227,0.1158,1.42620865139949,824081,1
0.1205,0.1341,0.1499,0.1883,0.2572,0.263571604028494,0.154657687991021,1.71581054036024,-0.00408466394355739,1.11782252050708,-0.00219999999999998,0.134833333333333,1.24398340248963,824241,2
0.0099,0.0159,0.0116,0.0379,0.1011,0.794143744454303,0.454676258992806,8.71551724137931,0.193245778611632,0.729559748427673,0.0103,0.0124666666666667,1.17171717171717,825422,4
0.007,0.0141,0.0096,0.037,0.1084,0.83728813559322,0.491059147180193,11.2916666666667,0.258928571428571,0.680851063829787,0.0116,0.0102333333333333,1.37142857142857,825777,4
0.0079,0.0145,0.0093,0.0355,0.0951,0.82183908045977,0.45635528330781,10.2258064516129,0.255411255411255,0.641379310344828,0.0118,0.0105666666666667,1.17721518987342,825996,4
0.0063,0.0131,0.0087,0.0384,0.1,0.839926402943882,0.445086705202312,11.4942528735632,0.271844660194175,0.66412213740458,0.0112,0.00936666666666667,1.38095238095238,826019,4
0.0138,0.0215,0.0176,0.0472,0.1132,0.730886850152905,0.411471321695761,6.43181818181818,0.155913978494624,0.818604651162791,0.0116,0.0176333333333333,1.27536231884058,826020,4
0.0079,0.0133,0.0106,0.0379,0.1017,0.811219946571683,0.45702005730659,9.59433962264151,0.17960088691796,0.796992481203008,0.0081,0.0106,1.34177215189873,826130,4
