BLU,GRE,RED,REDEDGE,NearIR,NDVI,NDRE,SR,GLI,RGI,ExG,meanRGB,RBI,class
0.0117,0.0162,0.0148,0.0423,0.0992,0.740350877,0.402120141,6.702702703,0.100169779,0.913580247,0.0059,0.014233333,1.264957265,4
0.0095,0.0184,0.0123,0.0496,0.1165,0.809006211,0.402769416,9.471544715,0.255972696,0.668478261,0.015,0.0134,1.294736842,4
0.0104,0.018,0.0129,0.0527,0.1256,0.813718412,0.408861469,9.736434109,0.214165261,0.716666667,0.0127,0.013766667,1.240384615,4
0.0086,0.0158,0.0116,0.0402,0.099,0.790235081,0.422413793,8.534482759,0.22007722,0.734177215,0.0114,0.012,1.348837209,4
0.0099,0.0198,0.0127,0.0481,0.1294,0.821252639,0.458028169,10.18897638,0.273311897,0.641414141,0.017,0.014133333,1.282828283,4
0.0071,0.0194,0.0086,0.0493,0.1304,0.876258993,0.451307735,15.1627907,0.423853211,0.443298969,0.0231,0.0117,1.211267606,4
0.012,0.0225,0.0154,0.0532,0.1365,0.797235023,0.439114391,8.863636364,0.243093923,0.684444444,0.0176,0.016633333,1.283333333,4
0.012,0.0208,0.0166,0.0556,0.1607,0.812746757,0.485899214,9.680722892,0.185185185,0.798076923,0.013,0.016466667,1.383333333,4
0.0099,0.0162,0.0123,0.0441,0.1214,0.816005984,0.467069486,9.869918699,0.186813187,0.759259259,0.0102,0.0128,1.242424242,4
0.0107,0.0179,0.0137,0.0554,0.143,0.825143586,0.441532258,10.4379562,0.189368771,0.765363128,0.0114,0.0141,1.280373832,4
0.0117,0.0222,0.0136,0.066,0.1724,0.853763441,0.446308725,12.67647059,0.274031564,0.612612613,0.0191,0.015833333,1.162393162,4
0.0093,0.0161,0.0102,0.0499,0.1278,0.852173913,0.438379291,12.52941176,0.245647969,0.633540373,0.0127,0.011866667,1.096774194,4
0.0092,0.0152,0.0107,0.0414,0.1077,0.819256757,0.444668008,10.06542056,0.208747515,0.703947368,0.0105,0.0117,1.163043478,4
0.0098,0.0181,0.0112,0.0489,0.125,0.835535977,0.437607821,11.16071429,0.265734266,0.61878453,0.0152,0.013033333,1.142857143,4
0.0086,0.0149,0.011,0.0457,0.121,0.833333333,0.451709658,11,0.206477733,0.738255034,0.0102,0.0115,1.279069767,4
0.0078,0.0149,0.0077,0.034,0.1106,0.869822485,0.529737206,14.36363636,0.315673289,0.516778523,0.0143,0.010133333,0.987179487,4
0.0081,0.0173,0.0082,0.0554,0.1464,0.893919793,0.450941526,17.85365854,0.359528487,0.473988439,0.0183,0.0112,1.012345679,4
0.0081,0.0154,0.0122,0.0457,0.1148,0.807874016,0.430529595,9.409836066,0.205479452,0.792207792,0.0105,0.0119,1.50617284,4
0.0121,0.0246,0.0176,0.0548,0.1188,0.741935484,0.368663594,6.75,0.247148289,0.715447154,0.0195,0.0181,1.454545455,4
0.0133,0.0245,0.0144,0.0593,0.1422,0.816091954,0.411414392,9.875,0.277705346,0.587755102,0.0213,0.0174,1.082706767,4
0.0089,0.0205,0.0125,0.0557,0.1197,0.810892587,0.364880274,9.576,0.314102564,0.609756098,0.0196,0.013966667,1.404494382,4
0.0094,0.0228,0.0129,0.0485,0.1084,0.787304204,0.381771829,8.403100775,0.343151694,0.565789474,0.0233,0.015033333,1.372340426,4
0.0105,0.0171,0.0142,0.049,0.1023,0.756223176,0.352280238,7.204225352,0.161290323,0.830409357,0.0095,0.013933333,1.352380952,4
0.0165,0.02,0.0192,0.041,0.092,0.654676259,0.383458647,4.791666667,0.05680317,0.96,0.0043,0.018566667,1.163636364,4
0.0118,0.0176,0.0182,0.0378,0.0918,0.669090909,0.416666667,5.043956044,0.079754601,1.034090909,0.0052,0.015866667,1.542372881,4
0.0119,0.0204,0.017,0.0488,0.1001,0.709649872,0.344526528,5.888235294,0.170731707,0.833333333,0.0119,0.016433333,1.428571429,4
0.0076,0.017,0.0118,0.0362,0.0891,0.766105055,0.422186752,7.550847458,0.27340824,0.694117647,0.0146,0.012133333,1.552631579,4
0.0135,0.017,0.0175,0.0402,0.1066,0.71796938,0.452316076,6.091428571,0.046153846,1.029411765,0.003,0.016,1.296296296,4
0.0082,0.0145,0.0127,0.0325,0.086,0.742654509,0.451476793,6.771653543,0.162324649,0.875862069,0.0081,0.0118,1.548780488,4
0.0075,0.0168,0.0114,0.0357,0.0887,0.772227772,0.426045016,7.780701754,0.28,0.678571429,0.0147,0.0119,1.52,4
0.0105,0.0167,0.0134,0.0478,0.1004,0.764499121,0.354925776,7.492537313,0.165794066,0.80239521,0.0095,0.013533333,1.276190476,4
0.008,0.0136,0.0129,0.0272,0.0823,0.728991597,0.503196347,6.379844961,0.130977131,0.948529412,0.0063,0.0115,1.6125,4
0.0124,0.0212,0.0196,0.0461,0.0966,0.662650602,0.353889278,4.928571429,0.139784946,0.924528302,0.0104,0.017733333,1.580645161,4
0.0995,0.1905,0.1218,0.3861,0.5603,0.642867615,0.184065934,4.600164204,0.265150257,0.639370079,0.1597,0.137266667,1.224120603,1
0.0944,0.1794,0.1062,0.3735,0.5811,0.690964644,0.217473287,5.471751412,0.282803003,0.591973244,0.1582,0.126666667,1.125,1
0.1057,0.2063,0.1172,0.407,0.6266,0.684861522,0.2124613,5.346416382,0.298505114,0.568104702,0.1897,0.143066667,1.108798486,1
0.2136,0.2258,0.258,0.3026,0.3743,0.183931678,0.105924066,1.450775194,-0.021663778,1.142604074,-0.02,0.232466667,1.207865169,2
0.0847,0.1385,0.0929,0.2609,0.3954,0.619496211,0.204936767,4.256189451,0.218653762,0.670758123,0.0994,0.105366667,1.096812279,1
0.0916,0.2054,0.1094,0.4154,0.6381,0.70729097,0.211390603,5.832723949,0.342922524,0.532619279,0.2098,0.135466667,1.194323144,1
0.0478,0.107,0.053,0.2122,0.3926,0.762118492,0.298280423,7.40754717,0.359593393,0.495327103,0.1132,0.069266667,1.108786611,1
0.151,0.1695,0.1706,0.2176,0.2982,0.2721843,0.156262117,1.747948417,0.026339691,1.006489676,0.0174,0.1637,1.129801325,2
0.1197,0.2453,0.15,0.4746,0.6898,0.642772089,0.184816214,4.598666667,0.290543207,0.611496127,0.2209,0.171666667,1.253132832,1
0.0927,0.1744,0.1093,0.3299,0.4829,0.63086795,0.188238189,4.418115279,0.266521423,0.626720183,0.1468,0.125466667,1.179072276,1
0.0962,0.1059,0.1129,0.1629,0.2727,0.414419087,0.252066116,2.415411869,0.006414825,1.066100094,0.0027,0.105,1.173596674,2
0.0661,0.138,0.0715,0.2691,0.4578,0.729831853,0.259595543,6.402797203,0.334622824,0.518115942,0.1384,0.091866667,1.081694402,1
0.083,0.1741,0.1029,0.3551,0.5527,0.686089079,0.21766909,5.371234208,0.303875679,0.591039632,0.1623,0.12,1.239759036,1
0.1196,0.2102,0.1391,0.3856,0.5582,0.601032554,0.182877728,4.012940331,0.238109262,0.661750714,0.1617,0.1563,1.163043478,1
0.1356,0.2241,0.1432,0.3702,0.5656,0.595936795,0.2088053,3.94972067,0.23301238,0.639000446,0.1694,0.167633333,1.056047198,1
0.1042,0.1958,0.1194,0.4007,0.5934,0.664983165,0.193843678,4.969849246,0.273081925,0.609805924,0.168,0.1398,1.145873321,1
0.0829,0.1742,0.1031,0.3468,0.5311,0.674865973,0.209932794,5.151309408,0.303892216,0.59184845,0.1624,0.120066667,1.243667069,1
0.1624,0.1935,0.1856,0.2702,0.3848,0.349228612,0.174961832,2.073275862,0.053061224,0.959173127,0.039,0.1805,1.142857143,2
0.1839,0.1964,0.1932,0.2296,0.3058,0.225651303,0.142323496,1.582815735,0.020392259,0.983706721,0.0157,0.191166667,1.050570962,2
0.1724,0.1864,0.204,0.2749,0.3493,0.262606181,0.119192566,1.712254902,-0.004805125,1.094420601,-0.0036,0.1876,1.183294664,2
0.014,0.0221,0.0226,0.0588,0.1215,0.686328938,0.347753744,5.376106195,0.094059406,1.022624434,0.0076,0.019566667,1.614285714,4
0.0133,0.0178,0.0157,0.0423,0.0961,0.719141324,0.388728324,6.121019108,0.102167183,0.882022472,0.0066,0.0156,1.180451128,4
0.0115,0.0177,0.0141,0.0382,0.1013,0.755632582,0.452329749,7.184397163,0.160655738,0.796610169,0.0098,0.014433333,1.226086957,4
0.0533,0.1104,0.0659,0.2384,0.3821,0.705803571,0.231587429,5.798179059,0.298823529,0.59692029,0.1016,0.076533333,1.236397749,4
0.0096,0.0192,0.0123,0.0532,0.1433,0.841902314,0.458524173,11.6504065,0.273631841,0.640625,0.0165,0.0137,1.28125,4
0.0087,0.0165,0.0109,0.0455,0.1116,0.822040816,0.420751114,10.23853211,0.254752852,0.660606061,0.0134,0.012033333,1.252873563,4
0.0794,0.1626,0.092,0.3672,0.6156,0.739966083,0.252747253,6.691304348,0.309706001,0.565805658,0.1538,0.111333333,1.158690176,1
0.0839,0.1675,0.0944,0.352,0.6324,0.74023115,0.28484356,6.699152542,0.305279564,0.56358209,0.1567,0.115266667,1.125148987,1
0.1041,0.1861,0.1353,0.3868,0.5785,0.620902214,0.198591112,4.275683666,0.217135383,0.727028479,0.1328,0.141833333,1.299711816,1
0.0827,0.1703,0.103,0.386,0.6156,0.713331478,0.229233227,5.976699029,0.29431883,0.604815032,0.1549,0.118666667,1.245465538,1
0.074,0.1379,0.1018,0.3062,0.4735,0.646097688,0.214569706,4.651277014,0.221434898,0.738216099,0.1,0.104566667,1.375675676,1
0.0692,0.1395,0.0967,0.3001,0.5079,0.680119087,0.257178218,5.252326784,0.25421443,0.693189964,0.1131,0.1018,1.397398844,1
0.0801,0.1597,0.0951,0.3429,0.5673,0.712862319,0.246539222,5.965299685,0.291548726,0.595491547,0.1442,0.111633333,1.187265918,1
0.0154,0.0185,0.015,0.0403,0.0879,0.70845481,0.371294852,5.86,0.097922849,0.810810811,0.0066,0.0163,0.974025974,4
0.0154,0.018,0.0175,0.0362,0.0849,0.658203125,0.402146986,4.851428571,0.044992743,0.972222222,0.0031,0.016966667,1.136363636,4
0.015,0.0178,0.0151,0.0388,0.0894,0.711004785,0.394695788,5.920529801,0.083713851,0.848314607,0.0055,0.015966667,1.006666667,4
0.0162,0.0208,0.0179,0.044,0.0909,0.670955882,0.347664937,5.078212291,0.099075297,0.860576923,0.0075,0.0183,1.104938272,4
0.008,0.0125,0.0099,0.0331,0.0781,0.775,0.404676259,7.888888889,0.165501166,0.792,0.0071,0.010133333,1.2375,4
0.006,0.014,0.0083,0.04,0.0883,0.82815735,0.376461419,10.63855422,0.323877069,0.592857143,0.0137,0.009433333,1.383333333,4
0.0144,0.0194,0.014,0.0406,0.089,0.72815534,0.37345679,6.357142857,0.154761905,0.721649485,0.0104,0.015933333,0.972222222,4
0.0117,0.0169,0.0134,0.0439,0.1096,0.782113821,0.428013029,8.179104478,0.14770798,0.792899408,0.0087,0.014,1.145299145,4
0.017,0.0281,0.019,0.0625,0.1341,0.751796212,0.364191251,7.057894737,0.219088937,0.676156584,0.0202,0.021366667,1.117647059,4
0.0124,0.0189,0.0143,0.0403,0.0948,0.737855179,0.403404885,6.629370629,0.172093023,0.756613757,0.0111,0.0152,1.153225806,4
0.0078,0.0147,0.0133,0.034,0.0882,0.737931034,0.443535188,6.631578947,0.164356436,0.904761905,0.0083,0.011933333,1.705128205,4
0.0102,0.016,0.0134,0.037,0.0928,0.747645951,0.429892142,6.925373134,0.151079137,0.8375,0.0084,0.0132,1.31372549,4
0.0117,0.0164,0.0154,0.0447,0.1126,0.759375,0.43165925,7.311688312,0.095158598,0.93902439,0.0057,0.0145,1.316239316,4
0.0781,0.1486,0.1038,0.3002,0.4861,0.648075945,0.236423757,4.683044316,0.24065957,0.698519515,0.1153,0.110166667,1.329065301,1
0.0091,0.0141,0.0107,0.0297,0.0857,0.778008299,0.485268631,8.009345794,0.175,0.758865248,0.0084,0.0113,1.175824176,4
0.0105,0.0174,0.014,0.0413,0.0975,0.748878924,0.404899135,6.964285714,0.173693086,0.804597701,0.0103,0.013966667,1.333333333,4
0.0902,0.165,0.1148,0.3363,0.4957,0.623914824,0.191586538,4.317944251,0.23364486,0.695757576,0.125,0.123333333,1.272727273,1
0.0101,0.0133,0.0102,0.0328,0.0685,0.740787802,0.352418559,6.715686275,0.134328358,0.766917293,0.0063,0.0112,1.00990099,4
0.0112,0.0152,0.0145,0.035,0.0878,0.716520039,0.429967427,6.055172414,0.083778966,0.953947368,0.0047,0.013633333,1.294642857,4
0.0156,0.0199,0.0175,0.0428,0.0913,0.678308824,0.361670395,5.217142857,0.091906722,0.879396985,0.0067,0.017666667,1.121794872,4
0.0178,0.0278,0.024,0.0638,0.1277,0.683586025,0.333681462,5.320833333,0.141683778,0.863309353,0.0138,0.0232,1.348314607,4
0.0176,0.0531,0.0188,0.1315,0.2507,0.860482375,0.311878598,13.33510638,0.489481066,0.354048964,0.0698,0.029833333,1.068181818,1
0.1082,0.1854,0.1392,0.373,0.526,0.581479254,0.170189099,3.778735632,0.199611776,0.750809061,0.1234,0.144266667,1.28650647,1
0.1249,0.218,0.1506,0.4164,0.631,0.614636643,0.204888295,4.189907039,0.225579761,0.690825688,0.1605,0.1645,1.205764612,1
0.1117,0.2059,0.1575,0.4057,0.5818,0.573921277,0.178329114,3.693968254,0.209397944,0.764934434,0.1426,0.158366667,1.410026858,1
0.115,0.1315,0.1475,0.1854,0.2387,0.236147074,0.125677906,1.618305085,0.000951475,1.121673004,5.00E-04,0.131333333,1.282608696,2
0.2741,0.2753,0.3184,0.366,0.428,0.146838156,0.078085642,1.344221106,-0.036654711,1.156556484,-0.0419,0.289266667,1.161619847,2
0.02,0.0275,0.024,0.057,0.108,0.636363636,0.309090909,4.5,0.111111111,0.872727273,0.011,0.023833333,1.2,4
0.0203,0.0271,0.02,0.0611,0.1183,0.71077368,0.31884058,5.915,0.147089947,0.73800738,0.0139,0.022466667,0.985221675,4
0.2144,0.2419,0.2581,0.3188,0.3648,0.171295553,0.067290813,1.413405657,0.011816376,1.066969822,0.0113,0.238133333,1.203824627,2
0.2763,0.2739,0.321,0.38,0.424,0.138255034,0.054726368,1.320872274,-0.043227666,1.17196057,-0.0495,0.2904,1.161780673,2
0.0922,0.1567,0.1143,0.3137,0.491,0.622336032,0.220330558,4.295713036,0.205616465,0.729419272,0.1069,0.121066667,1.239696312,1
0.0883,0.1619,0.1178,0.3693,0.581,0.662850601,0.222771756,4.932088285,0.222117381,0.727609636,0.1177,0.122666667,1.334088335,1
0.2365,0.257,0.2719,0.3652,0.3943,0.18372861,0.038314681,1.450165502,0.005477308,1.057976654,0.0056,0.255133333,1.149682875,2
0.0161,0.0253,0.0193,0.0551,0.1103,0.702160494,0.333736397,5.715025907,0.176744186,0.76284585,0.0152,0.020233333,1.198757764,4
0.2181,0.2523,0.2642,0.3147,0.3963,0.2,0.114767932,1.5,0.022596008,1.047166072,0.0223,0.244866667,1.211370931,2
0.026,0.0409,0.0288,0.0842,0.1764,0.719298246,0.353798926,6.125,0.197657394,0.704156479,0.027,0.0319,1.107692308,4
0.0246,0.0366,0.027,0.0737,0.1371,0.670932358,0.300759013,5.077777778,0.173076923,0.737704918,0.0216,0.0294,1.097560976,4
0.2308,0.2526,0.2871,0.3403,0.404,0.169150629,0.08558377,1.4071752,-0.012413254,1.136579572,-0.0127,0.256833333,1.243934142,2
0.0889,0.1612,0.115,0.3319,0.5718,0.66511357,0.265464203,4.972173913,0.225156755,0.713399504,0.1185,0.1217,1.293588301,1
0.2549,0.2772,0.3054,0.3539,0.4132,0.150013916,0.077304132,1.352979699,-0.005292904,1.101731602,-0.0059,0.279166667,1.198116909,2
0.2221,0.2436,0.2722,0.332,0.3665,0.147643651,0.049391553,1.346436444,-0.007233826,1.117405583,-0.0071,0.245966667,1.225574066,2
0.0168,0.0225,0.0181,0.0482,0.1051,0.706168831,0.371167645,5.806629834,0.12640801,0.804444444,0.0101,0.019133333,1.077380952,4
0.0074,0.0151,0.0102,0.042,0.106,0.82444062,0.432432432,10.39215686,0.263598326,0.675496689,0.0126,0.0109,1.378378378,4
0.01,0.0172,0.0106,0.0394,0.101,0.810035842,0.438746439,9.528301887,0.250909091,0.61627907,0.0138,0.0126,1.06,4
0.0114,0.0202,0.014,0.0509,0.1074,0.769357496,0.356917246,7.671428571,0.227963526,0.693069307,0.015,0.0152,1.228070175,4
0.0122,0.0225,0.0159,0.0496,0.1143,0.755760369,0.394752898,7.188679245,0.23119015,0.706666667,0.0169,0.016866667,1.303278689,4
0.0115,0.0204,0.014,0.0478,0.1125,0.778656126,0.403618216,8.035714286,0.230769231,0.68627451,0.0153,0.0153,1.217391304,4
0.0829,0.1711,0.1151,0.3491,0.4984,0.624775876,0.176165192,4.330147698,0.266938171,0.67270602,0.1442,0.123033333,1.388419783,1
0.0141,0.0239,0.0159,0.0489,0.1054,0.737840066,0.366169799,6.628930818,0.228791774,0.665271967,0.0178,0.017966667,1.127659574,4
0.0842,0.1679,0.1183,0.3527,0.4825,0.606191744,0.155411877,4.078613694,0.247631432,0.704586063,0.1333,0.123466667,1.404988124,1
0.1366,0.1484,0.1686,0.2006,0.27,0.23119015,0.147471313,1.601423488,-0.013953488,1.136118598,-0.0084,0.1512,1.234260615,2
0.009,0.0127,0.0106,0.0309,0.0778,0.760180995,0.431462741,7.339622642,0.128888889,0.834645669,0.0058,0.010766667,1.177777778,4
0.0786,0.1567,0.1121,0.3162,0.471,0.615503344,0.196646341,4.201605709,0.243404086,0.715379706,0.1227,0.1158,1.426208651,1
0.1205,0.1341,0.1499,0.1883,0.2572,0.263571604,0.154657688,1.71581054,-0.004084664,1.117822521,-0.0022,0.134833333,1.243983402,2
0.0099,0.0159,0.0116,0.0379,0.1011,0.794143744,0.454676259,8.715517241,0.193245779,0.729559748,0.0103,0.012466667,1.171717172,4
0.007,0.0141,0.0096,0.037,0.1084,0.837288136,0.491059147,11.29166667,0.258928571,0.680851064,0.0116,0.010233333,1.371428571,4
0.0079,0.0145,0.0093,0.0355,0.0951,0.82183908,0.456355283,10.22580645,0.255411255,0.64137931,0.0118,0.010566667,1.17721519,4
0.0063,0.0131,0.0087,0.0384,0.1,0.839926403,0.445086705,11.49425287,0.27184466,0.664122137,0.0112,0.009366667,1.380952381,4
0.0138,0.0215,0.0176,0.0472,0.1132,0.73088685,0.411471322,6.431818182,0.155913978,0.818604651,0.0116,0.017633333,1.275362319,4
0.0079,0.0133,0.0106,0.0379,0.1017,0.811219947,0.457020057,9.594339623,0.179600887,0.796992481,0.0081,0.0106,1.341772152,4
0.0092,0.016,0.0122,0.042,0.0894,0.75984252,0.360730594,7.327868852,0.198501873,0.7625,0.0106,0.012466667,1.326086957,4
0.011,0.0203,0.0141,0.0478,0.1074,0.767901235,0.384020619,7.617021277,0.235920852,0.694581281,0.0155,0.015133333,1.281818182,4
0.011,0.0157,0.0156,0.037,0.0909,0.707042254,0.421422987,5.826923077,0.082758621,0.993630573,0.0048,0.0141,1.418181818,4
0.0123,0.0217,0.019,0.055,0.1106,0.706790123,0.335748792,5.821052632,0.161981258,0.875576037,0.0121,0.017666667,1.544715447,4
0.0138,0.0216,0.0162,0.0491,0.1014,0.724489796,0.347508306,6.259259259,0.180327869,0.75,0.0132,0.0172,1.173913043,4
0.0084,0.014,0.0086,0.0394,0.096,0.835564054,0.418020679,11.1627907,0.244444444,0.614285714,0.011,0.010333333,1.023809524,4
0.0916,0.0935,0.1056,0.1378,0.2022,0.313840156,0.189411765,1.914772727,-0.026548673,1.129411765,-0.0102,0.0969,1.152838428,2
0.0063,0.0157,0.0081,0.0435,0.1137,0.866995074,0.446564885,14.03703704,0.371179039,0.515923567,0.017,0.010033333,1.285714286,4
0.0828,0.1706,0.0978,0.3382,0.4729,0.65726301,0.166070768,4.835378323,0.307780759,0.573270809,0.1606,0.117066667,1.18115942,1
0.0129,0.0219,0.019,0.0533,0.1201,0.726815241,0.385236448,6.321052632,0.157199472,0.867579909,0.0119,0.017933333,1.472868217,4
0.0822,0.1412,0.123,0.2795,0.4204,0.54729481,0.201314473,3.417886179,0.158326497,0.871104816,0.0772,0.115466667,1.496350365,1
0.1034,0.1961,0.1378,0.3844,0.5378,0.592066311,0.166341358,3.90275762,0.238395958,0.702702703,0.151,0.145766667,1.332688588,1
0.1078,0.2086,0.1429,0.4209,0.5485,0.586635811,0.131627811,3.838348495,0.249288816,0.685043145,0.1665,0.1531,1.325602968,1
0.0128,0.0205,0.0164,0.0465,0.1082,0.736757624,0.398836458,6.597560976,0.168091168,0.8,0.0118,0.016566667,1.28125,4
0.0126,0.0203,0.0155,0.0571,0.1406,0.801409353,0.422357107,9.070967742,0.181950509,0.763546798,0.0125,0.016133333,1.23015873,4
0.0134,0.0211,0.0157,0.0522,0.1165,0.762481089,0.38114997,7.420382166,0.183730715,0.744075829,0.0131,0.016733333,1.171641791,4
0.0969,0.1864,0.1179,0.3818,0.5424,0.642889596,0.173771911,4.600508906,0.268890402,0.63251073,0.158,0.133733333,1.216718266,1
0.012,0.0199,0.0163,0.0539,0.1384,0.789269554,0.439417577,8.490797546,0.16886931,0.819095477,0.0115,0.016066667,1.358333333,4
0.0085,0.016,0.0107,0.0462,0.1189,0.834876543,0.440339188,11.11214953,0.25,0.66875,0.0128,0.011733333,1.258823529,4
0.0918,0.1842,0.1408,0.4095,0.5868,0.612974162,0.177958446,4.167613636,0.225956739,0.764386536,0.1358,0.138933333,1.533769063,1
0.0091,0.0156,0.015,0.0392,0.0947,0.726526892,0.414488424,6.313333333,0.128390597,0.961538462,0.0071,0.013233333,1.648351648,4
0.129,0.1325,0.1508,0.1861,0.2424,0.232960326,0.131388565,1.607427056,-0.027165932,1.138113208,-0.0148,0.137433333,1.168992248,2
0.1408,0.1557,0.1788,0.2048,0.2826,0.22496749,0.159622487,1.580536913,-0.012995246,1.148362235,-0.0082,0.158433333,1.269886364,2
0.0084,0.0188,0.0092,0.0509,0.1387,0.875591616,0.463080169,15.07608696,0.362318841,0.489361702,0.02,0.012133333,1.095238095,4
0.0142,0.0183,0.0148,0.0415,0.0954,0.731397459,0.393718042,6.445945946,0.115853659,0.808743169,0.0076,0.015766667,1.042253521,4
0.0153,0.0225,0.0172,0.0582,0.1425,0.784596118,0.420029895,8.284883721,0.161290323,0.764444444,0.0125,0.018333333,1.124183007,4
0.0122,0.0226,0.0188,0.0552,0.1216,0.732193732,0.375565611,6.468085106,0.186351706,0.831858407,0.0142,0.017866667,1.540983607,4
0.0134,0.0209,0.0142,0.0501,0.1199,0.788217748,0.410588235,8.443661972,0.204610951,0.679425837,0.0142,0.016166667,1.059701493,4
0.0122,0.0202,0.0151,0.0535,0.1221,0.779883382,0.390660592,8.086092715,0.193500739,0.747524752,0.0131,0.015833333,1.237704918,4
0.0121,0.0183,0.0132,0.0452,0.1023,0.771428571,0.387118644,7.75,0.182552504,0.721311475,0.0113,0.014533333,1.090909091,4
0.0111,0.0159,0.0137,0.0403,0.0912,0.738798856,0.387072243,6.656934307,0.123674912,0.86163522,0.007,0.013566667,1.234234234,4
0.0712,0.1434,0.0956,0.3163,0.4723,0.663321007,0.19781892,4.940376569,0.264550265,0.666666667,0.12,0.1034,1.342696629,1
0.0787,0.1477,0.1028,0.2794,0.392,0.584478577,0.167709264,3.813229572,0.238834137,0.696005416,0.1139,0.109733333,1.306226175,1
0.0139,0.0212,0.016,0.0457,0.1129,0.751745539,0.42370744,7.05625,0.172890733,0.754716981,0.0125,0.017033333,1.151079137,4
0.0984,0.1856,0.1244,0.3725,0.5439,0.627712105,0.187036229,4.372186495,0.24983165,0.670258621,0.1484,0.136133333,1.264227642,1
0.0141,0.0211,0.016,0.049,0.1064,0.738562092,0.369369369,6.65,0.16735823,0.758293839,0.0121,0.017066667,1.134751773,4
0.0149,0.0227,0.0203,0.0515,0.1109,0.69054878,0.365763547,5.463054187,0.126550868,0.894273128,0.0102,0.0193,1.362416107,4
0.0671,0.1332,0.0938,0.2979,0.45,0.655020228,0.203369434,4.797441365,0.246899134,0.704204204,0.1055,0.098033333,1.397913562,1
0.0131,0.0208,0.0181,0.0455,0.102,0.698584513,0.383050847,5.635359116,0.142857143,0.870192308,0.0104,0.017333333,1.381679389,4
0.0139,0.0215,0.0165,0.0478,0.1101,0.739336493,0.394553515,6.672727273,0.171662125,0.76744186,0.0126,0.0173,1.18705036,4
0.0949,0.179,0.1253,0.3697,0.5504,0.629125351,0.196391697,4.392657622,0.238325839,0.7,0.1378,0.133066667,1.320337197,1
0.0516,0.1602,0.0709,0.3864,0.6331,0.798579545,0.241981363,8.929478138,0.446827726,0.442571785,0.1979,0.094233333,1.374031008,1
0.0542,0.1642,0.0773,0.4091,0.6391,0.784198772,0.219423774,8.26778784,0.428136551,0.470767357,0.1969,0.098566667,1.426199262,1
0.0486,0.1468,0.0672,0.3333,0.5344,0.776595745,0.23176213,7.952380952,0.434294089,0.457765668,0.1778,0.087533333,1.382716049,1
0.0436,0.1236,0.0539,0.2932,0.4974,0.80446218,0.258284847,9.228200371,0.434290688,0.436084142,0.1497,0.0737,1.236238532,1
0.0453,0.1433,0.0597,0.3455,0.5497,0.804069577,0.228105451,9.207705193,0.463738509,0.416608514,0.1816,0.082766667,1.317880795,1
0.0614,0.1764,0.079,0.4085,0.6669,0.788175359,0.240282686,8.441772152,0.430656934,0.447845805,0.2124,0.1056,1.286644951,1
0.0409,0.128,0.0501,0.3202,0.517,0.823311585,0.235069279,10.31936128,0.475504323,0.39140625,0.165,0.073,1.224938875,1
0.0442,0.1507,0.0574,0.3491,0.5316,0.805093379,0.207221528,9.261324042,0.495781638,0.380889184,0.1998,0.0841,1.298642534,1
0.0567,0.1694,0.0782,0.406,0.6391,0.781960128,0.223040857,8.172634271,0.430441208,0.46162928,0.2039,0.101433333,1.379188713,1
0.0547,0.1706,0.0709,0.4079,0.6479,0.802726767,0.22731578,9.138222849,0.461868038,0.415592028,0.2156,0.098733333,1.296160878,1
0.0957,0.1656,0.0943,0.365,0.5608,0.712105022,0.211492763,5.946977731,0.270913277,0.569444444,0.1412,0.118533333,0.985370951,1
0.0791,0.1524,0.0964,0.3039,0.4728,0.661278988,0.217458478,4.904564315,0.269206746,0.632545932,0.1293,0.1093,1.218710493,1
0.0428,0.129,0.0575,0.3331,0.5666,0.815734658,0.259530955,9.853913043,0.440133966,0.445736434,0.1577,0.076433333,1.343457944,1
0.0125,0.0259,0.0167,0.0898,0.1938,0.841330166,0.366713681,11.60479042,0.279012346,0.644787645,0.0226,0.018366667,1.336,4
0.1606,0.1828,0.2045,0.2491,0.3022,0.192816262,0.096317794,1.477750611,0.000684275,1.118708972,5.00E-04,0.182633333,1.273349938,2
0.0961,0.1916,0.1297,0.3927,0.543,0.614389773,0.160628407,4.186584426,0.258456486,0.676931106,0.1574,0.139133333,1.349635796,1
0.1179,0.1324,0.1586,0.2058,0.2669,0.254524089,0.129257457,1.682849937,-0.021614631,1.197885196,-0.0117,0.1363,1.345207803,2
0.0753,0.1596,0.0985,0.3328,0.4636,0.649528554,0.164239076,4.706598985,0.294929006,0.61716792,0.1454,0.111133333,1.30810093,1
0.1051,0.2094,0.1347,0.4163,0.5781,0.622053872,0.162711183,4.291759465,0.271788643,0.643266476,0.179,0.149733333,1.281636537,1
0.2439,0.2616,0.2786,0.3822,0.4514,0.236712329,0.083013436,1.620244078,0.000669408,1.064984709,0.0007,0.261366667,1.142271423,2
0.0856,0.1506,0.1144,0.2667,0.3775,0.53486481,0.171996274,3.299825175,0.201915403,0.759628154,0.1012,0.116866667,1.336448598,1
0.0891,0.1769,0.1275,0.3588,0.5184,0.605202044,0.181942544,4.065882353,0.240532959,0.720746184,0.1372,0.131166667,1.430976431,1
0.1137,0.1296,0.1588,0.2101,0.2803,0.276702346,0.14314845,1.76511335,-0.025014106,1.225308642,-0.0133,0.134033333,1.396657872,2
