BLU,GRE,RED,REDEDGE,NearIR,NDVI,NDRE,SR,GLI,RGI,ExG,meanRGB,RBI,class
0.1236,0.2354,0.1568,0.457,0.6258,0.599284436,0.155892132,3.991071429,0.253461129,0.666100255,0.1904,0.171933333,1.268608414,1
0.2224,0.2353,0.2622,0.3347,0.398,0.205695244,0.086392794,1.517925248,-0.014656616,1.114322142,-0.014,0.239966667,1.178956835,2
0.0634,0.126,0.0912,0.2408,0.3627,0.598149372,0.201988401,3.976973684,0.239547467,0.723809524,0.0974,0.093533333,1.438485804,1
0.1101,0.1292,0.1507,0.1937,0.2479,0.243853487,0.122735507,1.644990046,-0.004622496,1.166408669,-0.0024,0.13,1.368755677,2
0.1012,0.2036,0.1297,0.3893,0.5229,0.602513025,0.14645911,4.031611411,0.276288983,0.637033399,0.1763,0.144833333,1.281620553,1
0.1161,0.226,0.146,0.4529,0.6147,0.616143026,0.151554889,4.210273973,0.265929142,0.646017699,0.1899,0.1627,1.257536606,1
0.0968,0.1817,0.12,0.3647,0.544,0.638554217,0.197314845,4.533333333,0.252671493,0.660429279,0.1466,0.132833333,1.239669421,1
0.0957,0.1777,0.1212,0.3437,0.5164,0.619824341,0.200790606,4.260726073,0.242005941,0.682048396,0.1385,0.131533333,1.26645768,1
0.0979,0.1852,0.1226,0.3695,0.5334,0.626219512,0.181526193,4.350734095,0.253680826,0.661987041,0.1499,0.135233333,1.252298264,1
0.0864,0.0895,0.1034,0.1366,0.1932,0.302764666,0.171619163,1.868471954,-0.029284165,1.155307263,-0.0108,0.0931,1.196759259,2
0.1116,0.2309,0.1363,0.4594,0.6274,0.643053555,0.15458226,4.603081438,0.301394956,0.590298831,0.2139,0.1596,1.221326165,1
0.0907,0.179,0.1171,0.36,0.5374,0.642169595,0.197682193,4.589239966,0.265464829,0.654189944,0.1502,0.128933333,1.29106946,1
0.183,0.2212,0.227,0.353,0.4341,0.313265769,0.103036463,1.912334802,0.038010324,1.026220615,0.0324,0.2104,1.240437158,2
0.1435,0.1681,0.1952,0.2467,0.2982,0.208755574,0.094512755,1.527663934,-0.003704252,1.161213563,-0.0025,0.168933333,1.360278746,2
0.0549,0.0963,0.0707,0.1942,0.2871,0.604807155,0.193018907,4.060820368,0.210559397,0.734164071,0.067,0.073966667,1.287795993,1
0.0886,0.1781,0.1097,0.3313,0.5252,0.654433769,0.226386457,4.787602552,0.284761046,0.615946098,0.1579,0.125466667,1.238148984,1
0.0521,0.1638,0.07,0.3987,0.6542,0.806683237,0.242663121,9.345714286,0.456971314,0.427350427,0.2055,0.0953,1.343570058,1
0.0493,0.155,0.0614,0.3732,0.6835,0.835145657,0.293650043,11.13192182,0.473734252,0.396129032,0.1993,0.088566667,1.245436105,1
0.0455,0.1442,0.0612,0.3439,0.6043,0.816078137,0.274625606,9.874183007,0.459883574,0.424410541,0.1817,0.083633333,1.345054945,1
0.0568,0.1615,0.0735,0.384,0.6543,0.798021434,0.260329385,8.902040816,0.425104787,0.455108359,0.1927,0.097266667,1.294014085,1
0.0514,0.1691,0.07,0.4095,0.6669,0.810014927,0.239130435,9.527142857,0.471714534,0.413956239,0.2168,0.096833333,1.361867704,1
0.0469,0.1644,0.0584,0.4057,0.6708,0.839824465,0.246261031,11.48630137,0.514858328,0.355231144,0.2235,0.0899,1.245202559,1
0.0416,0.1209,0.0512,0.3103,0.5462,0.828590559,0.275423234,10.66796875,0.44530783,0.423490488,0.149,0.071233333,1.230769231,1
0.0496,0.1639,0.0667,0.3982,0.6589,0.81615215,0.246618106,9.87856072,0.476244089,0.406955461,0.2115,0.0934,1.344758065,1
0.045,0.1621,0.0651,0.3852,0.7307,0.836391053,0.309615557,11.22427035,0.492977205,0.401603948,0.2141,0.090733333,1.446666667,1
0.0557,0.1757,0.0758,0.4349,0.725,0.810689311,0.250107768,9.564643799,0.455373783,0.431417188,0.2199,0.1024,1.360861759,1
0.0513,0.1619,0.0659,0.3924,0.6471,0.815147265,0.245021645,9.819423369,0.468480726,0.407041384,0.2066,0.093033333,1.28460039,1
0.0451,0.1562,0.0633,0.3791,0.6412,0.820298084,0.25688523,10.12954186,0.484790875,0.40524968,0.204,0.0882,1.403547672,1
0.0523,0.169,0.0684,0.4039,0.7305,0.828764551,0.287905501,10.67982456,0.473730107,0.404733728,0.2173,0.096566667,1.307839388,1
0.053,0.1508,0.066,0.3597,0.607,0.803863299,0.255818765,9.196969697,0.434141702,0.437665782,0.1826,0.089933333,1.245283019,1
0.0438,0.1398,0.0558,0.3479,0.6027,0.830523918,0.268041237,10.80107527,0.474683544,0.399141631,0.18,0.0798,1.273972603,1
0.0482,0.1867,0.0642,0.4392,0.7109,0.834343956,0.236240327,11.07320872,0.537258131,0.343867167,0.261,0.0997,1.331950207,1
0.0599,0.1484,0.0769,0.3505,0.5955,0.771267103,0.258985201,7.743823147,0.36900369,0.51819407,0.16,0.095066667,1.283806344,1
0.016,0.023,0.01,0.0517,0.1332,0.860335196,0.440778799,13.32,0.277777778,0.434782609,0.02,0.016333333,0.625,4
0.0086,0.0171,0.0123,0.0495,0.1232,0.818450185,0.426751592,10.01626016,0.24137931,0.719298246,0.0133,0.012666667,1.430232558,4
0.0113,0.0282,0.014,0.0822,0.1948,0.865900383,0.406498195,13.91428571,0.380660955,0.496453901,0.0311,0.017833333,1.238938053,4
0.0106,0.025,0.0114,0.0732,0.1812,0.881619938,0.424528302,15.89473684,0.388888889,0.456,0.028,0.015666667,1.075471698,4
0.013,0.0248,0.0158,0.0586,0.1339,0.788911156,0.391168831,8.474683544,0.265306122,0.637096774,0.0208,0.017866667,1.215384615,4
0.0151,0.0245,0.0185,0.0547,0.1303,0.751344086,0.408648649,7.043243243,0.186440678,0.755102041,0.0154,0.019366667,1.225165563,4
0.0138,0.0243,0.0127,0.0656,0.1435,0.837387964,0.37254902,11.2992126,0.294274301,0.522633745,0.0221,0.016933333,0.920289855,4
0.0154,0.0245,0.0179,0.0546,0.1292,0.756628144,0.405875952,7.217877095,0.190765492,0.730612245,0.0157,0.019266667,1.162337662,4
0.0111,0.0199,0.013,0.0545,0.1313,0.81981982,0.413347686,10.1,0.245696401,0.653266332,0.0157,0.014666667,1.171171171,4
0.011,0.0274,0.014,0.0747,0.1909,0.863347975,0.4375,13.63571429,0.373433584,0.510948905,0.0298,0.017466667,1.272727273,4
0.049,0.1624,0.0657,0.3989,0.6256,0.809923333,0.221278673,9.522070015,0.478043231,0.40455665,0.2101,0.092366667,1.340816327,1
0.039,0.1186,0.0471,0.2861,0.4694,0.817618587,0.242620781,9.966029724,0.46736777,0.397133221,0.1511,0.068233333,1.207692308,1
0.0619,0.1818,0.0845,0.4244,0.6304,0.763603301,0.195297687,7.46035503,0.425882353,0.46479648,0.2172,0.1094,1.365105008,1
0.0496,0.1456,0.0632,0.3564,0.5505,0.794036174,0.214025802,8.710443038,0.441584158,0.434065934,0.1784,0.086133333,1.274193548,1
0.0507,0.1777,0.072,0.4253,0.669,0.805668016,0.222699443,9.291666667,0.48671826,0.405177265,0.2327,0.100133333,1.420118343,1
0.0483,0.1747,0.0682,0.4114,0.6555,0.811524112,0.228793701,9.61143695,0.499892681,0.390383515,0.2329,0.097066667,1.412008282,1
0.0853,0.1039,0.1054,0.1698,0.255,0.41509434,0.200564972,2.419354839,0.042910916,1.014436959,0.0171,0.0982,1.235638921,2
0.0079,0.018,0.0074,0.0448,0.1161,0.880161943,0.44313238,15.68918919,0.403508772,0.411111111,0.0207,0.0111,0.936708861,4
0.0561,0.2171,0.0628,0.499,0.7486,0.845205817,0.200064123,11.92038217,0.570059664,0.289267619,0.3153,0.112,1.11942959,1
0.0961,0.1042,0.1178,0.1572,0.2104,0.282145034,0.144722524,1.786078098,-0.013023917,1.130518234,-0.0055,0.106033333,1.225806452,2
0.1042,0.1197,0.1313,0.1688,0.2325,0.278174821,0.158734114,1.770753998,0.008212255,1.096908939,0.0039,0.1184,1.260076775,2
0.0689,0.0739,0.0838,0.1224,0.1795,0.36346373,0.189135475,2.142004773,-0.016306156,1.133964817,-0.0049,0.075533333,1.216255443,2
0.0683,0.0772,0.0834,0.1142,0.1699,0.341492302,0.196057726,2.037170264,0.008820647,1.080310881,0.0027,0.0763,1.221083455,2
0.0963,0.1048,0.1159,0.1605,0.2151,0.299697885,0.145367412,1.855910267,-0.006164059,1.105916031,-0.0026,0.105666667,1.203530633,2
0.03,0.0463,0.0398,0.0963,0.1618,0.60515873,0.253777606,4.065326633,0.140394089,0.859611231,0.0228,0.0387,1.326666667,2
0.1188,0.1243,0.1334,0.1703,0.2241,0.253706294,0.136409736,1.679910045,-0.007188498,1.073209976,-0.0036,0.1255,1.122895623,2
0.0515,0.0583,0.062,0.0955,0.1519,0.420289855,0.227970897,2.45,0.013472403,1.063464837,0.0031,0.057266667,1.203883495,2
0.0811,0.0934,0.1005,0.1395,0.1912,0.310935893,0.156335047,1.902487562,0.014115092,1.076017131,0.0052,0.091666667,1.239210851,2
0.1103,0.1251,0.1416,0.1878,0.2433,0.264224474,0.128740431,1.718220339,-0.00338578,1.131894484,-0.0017,0.125666667,1.283771532,2
0.1103,0.1244,0.1359,0.1763,0.2384,0.27384451,0.149746805,1.754231052,0.005252525,1.09244373,0.0026,0.123533333,1.232094288,2
0.1471,0.1464,0.1482,0.1842,0.2388,0.234108527,0.129078014,1.611336032,-0.004250978,1.012295082,-0.0025,0.147233333,1.007477906,2
0.1127,0.1205,0.1332,0.1665,0.2164,0.23798627,0.130321233,1.624624625,-0.010063668,1.105394191,-0.0049,0.122133333,1.181898846,2
0.0754,0.0929,0.098,0.1481,0.2041,0.351208209,0.159000568,2.082653061,0.034521158,1.05489774,0.0124,0.088766667,1.299734748,2
0.1098,0.121,0.129,0.168,0.24,0.300813008,0.176470588,1.860465116,0.006655574,1.066115702,0.0032,0.119933333,1.174863388,2
0.126,0.1393,0.1457,0.2054,0.2686,0.296644943,0.133333333,1.84351407,0.012538615,1.045944006,0.0069,0.137,1.156349206,2
0.1161,0.1267,0.1322,0.1739,0.2307,0.271424635,0.140385566,1.745083207,0.010165438,1.043409629,0.0051,0.125,1.138673557,2
0.0866,0.0958,0.1067,0.1457,0.2151,0.33685519,0.192350333,2.015932521,-0.004416732,1.113778706,-0.0017,0.096366667,1.232101617,2
0.135,0.1385,0.1552,0.199,0.2547,0.242742132,0.122768349,1.641108247,-0.023272214,1.120577617,-0.0132,0.1429,1.14962963,2
0.0912,0.099,0.1067,0.1324,0.1992,0.302386401,0.201447527,1.866916589,0.000252589,1.077777778,1.00E-04,0.098966667,1.16995614,2
0.105,0.1124,0.1241,0.1662,0.2201,0.278907612,0.139528864,1.773569702,-0.009473452,1.104092527,-0.0043,0.113833333,1.181904762,2
0.1031,0.1082,0.1308,0.1598,0.2251,0.264962068,0.169654456,1.720948012,-0.03886298,1.208872458,-0.0175,0.114033333,1.268671193,2
0.0986,0.1076,0.1221,0.1509,0.2189,0.283870968,0.18388318,1.792792793,-0.012617573,1.134758364,-0.0055,0.109433333,1.238336714,2
0.0884,0.097,0.1094,0.1533,0.2157,0.326976315,0.169105691,1.97166362,-0.009698826,1.127835052,-0.0038,0.098266667,1.237556561,2
0.1475,0.1577,0.1697,0.2067,0.2625,0.21471541,0.118925831,1.546847378,-0.0028454,1.076093849,-0.0018,0.1583,1.150508475,2
0.0893,0.1025,0.1118,0.1541,0.2081,0.301031572,0.149088901,1.861359571,0.009603546,1.090731707,0.0039,0.1012,1.251959686,2
0.0921,0.0994,0.1105,0.1423,0.2095,0.309375,0.191017624,1.895927602,-0.009466866,1.11167002,-0.0038,0.100666667,1.199782845,2
0.1538,0.1603,0.1772,0.2149,0.2758,0.217660044,0.124108417,1.556433409,-0.015960712,1.105427324,-0.0104,0.163766667,1.152145644,2
0.1231,0.1326,0.145,0.1819,0.2311,0.228928476,0.119128329,1.593793103,-0.00543784,1.093514329,-0.0029,0.133566667,1.177904143,2
0.0729,0.0745,0.085,0.1117,0.1792,0.35654807,0.232038501,2.108235294,-0.028999674,1.140939597,-0.0089,0.077466667,1.165980796,2
0.1263,0.1363,0.1462,0.2026,0.255,0.271186441,0.11451049,1.744186047,0.000183453,1.072633896,0.0001,0.136266667,1.157561362,2
0.1511,0.1559,0.1675,0.2017,0.251,0.199522103,0.108902143,1.498507463,-0.010786802,1.074406671,-0.0068,0.158166667,1.108537392,2
0.1275,0.136,0.15,0.1932,0.2433,0.237223494,0.114776632,1.622,-0.010009099,1.102941176,-0.0055,0.137833333,1.176470588,2
0.1056,0.1121,0.1256,0.1671,0.2157,0.263990624,0.126959248,1.717356688,-0.015371102,1.120428189,-0.007,0.114433333,1.189393939,2
0.0763,0.0822,0.0941,0.1296,0.1789,0.310622711,0.159805511,1.901168969,-0.017921147,1.144768856,-0.006,0.0842,1.233289646,2
0.1032,0.1078,0.118,0.1631,0.213,0.287009063,0.132677479,1.805084746,-0.012820513,1.094619666,-0.0056,0.109666667,1.143410853,2
0.0963,0.1049,0.115,0.1598,0.2193,0.311995214,0.156950673,1.906956522,-0.003562099,1.096282173,-0.0015,0.1054,1.194184839,2
0.0654,0.0744,0.091,0.1292,0.1913,0.355295785,0.19375975,2.102197802,-0.024901704,1.22311828,-0.0076,0.076933333,1.391437309,2
0.0959,0.1102,0.1175,0.1635,0.2186,0.300803332,0.144203088,1.860425532,0.016136468,1.066243194,0.007,0.107866667,1.225234619,2
0.112,0.1232,0.1253,0.1376,0.2372,0.308689655,0.265741729,1.893056664,0.018813314,1.017045455,0.0091,0.120166667,1.11875,2
0.1288,0.1399,0.1481,0.1816,0.2408,0.238364618,0.140151515,1.625928427,0.005209269,1.058613295,0.0029,0.138933333,1.14984472,2
0.1423,0.1544,0.1705,0.1975,0.251,0.190984579,0.119286511,1.472140762,-0.006435006,1.104274611,-0.004,0.155733333,1.198172874,2
0.0791,0.0997,0.0933,0.1137,0.1908,0.343189018,0.25320197,2.045016077,0.072619688,0.935807422,0.027,0.0907,1.179519595,2
0.1336,0.1449,0.1538,0.2146,0.2655,0.266396375,0.106019579,1.72626788,0.004158004,1.06142167,0.0024,0.1441,1.151197605,2
0.1159,0.1287,0.1394,0.1774,0.2395,0.264185801,0.148956584,1.718077475,0.004095963,1.083139083,0.0021,0.128,1.202761001,2
0.1148,0.1252,0.1276,0.1732,0.2297,0.285754268,0.140233309,1.80015674,0.016233766,1.019169329,0.008,0.122533333,1.111498258,2
0.1134,0.1159,0.1308,0.1674,0.226,0.266816143,0.148957804,1.727828746,-0.02605042,1.128559103,-0.0124,0.120033333,1.153439153,2
0.1095,0.1255,0.132,0.1735,0.2251,0.260711285,0.129453086,1.70530303,0.01928934,1.051792829,0.0095,0.122333333,1.205479452,2
0.0515,0.0705,0.0596,0.0991,0.1643,0.467619473,0.24753227,2.756711409,0.118603729,0.845390071,0.0299,0.060533333,1.157281553,2
0.1124,0.1322,0.1269,0.204,0.2959,0.399716178,0.183836767,2.331757289,0.049831249,0.959909228,0.0251,0.123833333,1.129003559,2
0.1281,0.1379,0.1529,0.2,0.2449,0.231271996,0.100921555,1.601700458,-0.00933908,1.108774474,-0.0052,0.139633333,1.193598751,2
0.1137,0.1194,0.1267,0.1574,0.2301,0.289798206,0.187612903,1.816101026,-0.003338898,1.061139028,-0.0016,0.119933333,1.114335972,2
0.1482,0.1601,0.1668,0.2167,0.3008,0.286569718,0.162512077,1.803357314,0.008186398,1.041848844,0.0052,0.158366667,1.125506073,2
0.1031,0.1151,0.1195,0.1566,0.2274,0.311040646,0.184375,1.90292887,0.016784452,1.038227628,0.0076,0.112566667,1.159068865,2
0.1162,0.1236,0.136,0.175,0.2244,0.245283019,0.123685528,1.65,-0.010012014,1.100323625,-0.005,0.125266667,1.170395869,2
0.1007,0.1079,0.1148,0.1526,0.2038,0.279347144,0.14365881,1.775261324,0.000695572,1.0639481,0.0003,0.1078,1.140019861,2
0.1277,0.1345,0.1439,0.1828,0.2399,0.250130276,0.135083984,1.667129951,-0.004809471,1.069888476,-0.0026,0.135366667,1.126859828,2
0.1525,0.1671,0.1655,0.1923,0.2377,0.17906746,0.105581395,1.436253776,0.024839006,0.990424895,0.0162,0.1617,1.085245902,2
0.0728,0.0822,0.0862,0.1079,0.1764,0.343488195,0.240942666,2.046403712,0.016697588,1.0486618,0.0054,0.0804,1.184065934,2
0.1029,0.1067,0.1173,0.1536,0.206,0.274358181,0.145717464,1.756180733,-0.015682657,1.099343955,-0.0068,0.108966667,1.139941691,2
0.1225,0.1275,0.1367,0.1825,0.2364,0.267220584,0.128670327,1.729334309,-0.008168028,1.072156863,-0.0042,0.1289,1.115918367,2
0.0787,0.0871,0.0978,0.1325,0.1982,0.339189189,0.198669489,2.026584867,-0.006558312,1.122847302,-0.0023,0.087866667,1.242693774,2
0.0816,0.0962,0.1028,0.1492,0.2051,0.332250731,0.157775896,1.995136187,0.021231423,1.068607069,0.008,0.093533333,1.259803922,2
0.0736,0.083,0.0966,0.1349,0.1934,0.333793103,0.178190679,2.002070393,-0.012492564,1.163855422,-0.0042,0.0844,1.3125,2
0.1127,0.1219,0.1302,0.1787,0.2362,0.28930131,0.138587611,1.814132104,0.001849188,1.068088597,0.0009,0.1216,1.155279503,2
0.0538,0.059,0.0705,0.088,0.1513,0.364292155,0.264521521,2.146099291,-0.026000825,1.194915254,-0.0063,0.0611,1.310408922,2
0.1015,0.1101,0.1213,0.1605,0.2225,0.294357184,0.161879896,1.834295136,-0.005869074,1.101725704,-0.0026,0.110966667,1.195073892,2
0.1287,0.1353,0.1371,0.1782,0.2269,0.246703297,0.12021723,1.654996353,0.008948546,1.013303769,0.0048,0.1337,1.065268065,2
0.1008,0.1097,0.12,0.1571,0.2239,0.30212271,0.175328084,1.865833333,-0.003180373,1.093892434,-0.0014,0.110166667,1.19047619,2
0.0899,0.1021,0.1091,0.1565,0.2078,0.311454718,0.140818007,1.90467461,0.012896825,1.068560235,0.0052,0.100366667,1.213570634,2
0.0924,0.1022,0.1117,0.1452,0.2116,0.309000928,0.186098655,1.894359893,0.000734394,1.09295499,0.0003,0.1021,1.208874459,2
0.1005,0.1103,0.1196,0.1634,0.221,0.297709924,0.149843913,1.847826087,0.001134559,1.084315503,0.0005,0.110133333,1.190049751,2
0.1092,0.1225,0.133,0.1758,0.2371,0.281275331,0.148462097,1.782706767,0.005747126,1.085714286,0.0028,0.121566667,1.217948718,2
0.0848,0.0909,0.1041,0.1418,0.2043,0.324902724,0.180583646,1.962536023,-0.019152954,1.145214521,-0.0071,0.093266667,1.22759434,2
0.1254,0.1315,0.1435,0.1819,0.2396,0.250848342,0.136892052,1.669686411,-0.011092311,1.091254753,-0.0059,0.133466667,1.144338118,2
0.0985,0.1044,0.1174,0.1569,0.2139,0.291276788,0.153721683,1.82197615,-0.016717683,1.124521073,-0.0071,0.106766667,1.191878173,2
0.0995,0.1139,0.1178,0.1565,0.2186,0.299643282,0.165555852,1.855687606,0.023590204,1.034240562,0.0105,0.1104,1.183919598,2
0.1094,0.1105,0.1178,0.1599,0.2091,0.279290303,0.133333333,1.775042445,-0.01383311,1.066063348,-0.0062,0.112566667,1.07678245,2
0.1052,0.113,0.1219,0.1624,0.2265,0.300229621,0.164823862,1.858080394,-0.00242772,1.078761062,-0.0011,0.113366667,1.158745247,2
0.1603,0.1737,0.1826,0.2247,0.2805,0.211401425,0.110451306,1.536144578,0.006518905,1.051237766,0.0045,0.1722,1.139114161,2
0.1028,0.1119,0.1214,0.1616,0.2257,0.300489772,0.165504777,1.859143328,-0.000892857,1.08489723,-0.0004,0.112033333,1.180933852,2
0.0992,0.1039,0.1115,0.1385,0.1992,0.282265851,0.179745336,1.786547085,-0.00692951,1.073147257,-0.0029,0.104866667,1.123991935,2
0.117,0.1255,0.1335,0.1743,0.2298,0.26507019,0.137342242,1.721348315,0.000997009,1.06374502,5.00E-04,0.125333333,1.141025641,2
0.1013,0.1064,0.1124,0.1571,0.2041,0.289731438,0.130121816,1.815836299,-0.002110199,1.056390977,-0.0009,0.1067,1.109575518,2
0.0883,0.0995,0.1036,0.1543,0.2215,0.362657644,0.17881852,2.138030888,0.018163213,1.04120603,0.0071,0.097133333,1.173272933,2
0.0082,0.0186,0.0097,0.0541,0.1272,0.858290723,0.403199117,13.11340206,0.350272232,0.521505376,0.0193,0.012166667,1.182926829,4
0.1471,0.1612,0.1691,0.2454,0.3245,0.314829822,0.13879628,1.91898285,0.009708738,1.049007444,0.0062,0.159133333,1.149558124,2
0.1711,0.187,0.1958,0.2595,0.3312,0.256925996,0.121381412,1.691521961,0.00958294,1.047058824,0.0071,0.184633333,1.144360023,2
0.1722,0.191,0.1924,0.2999,0.3898,0.339058743,0.130346527,2.025987526,0.023305652,1.007329843,0.0174,0.1852,1.117305459,2
0.1281,0.1364,0.1418,0.201,0.2804,0.328280436,0.164935604,1.977433004,0.005343652,1.039589443,0.0029,0.135433333,1.106947697,2
0.0718,0.0797,0.0845,0.1091,0.1843,0.371279762,0.256305385,2.181065089,0.009819449,1.060225847,0.0031,0.078666667,1.176880223,2
0.1003,0.104,0.1029,0.1396,0.214,0.35058378,0.21040724,2.079689018,0.011673152,0.989423077,0.0048,0.1024,1.025922233,2
0.1721,0.1927,0.1983,0.2766,0.3648,0.295684603,0.137511693,1.839636914,0.01984652,1.029060716,0.015,0.1877,1.152237071,2
0.173,0.1825,0.1897,0.2358,0.2975,0.221264368,0.115694731,1.568265683,0.003160643,1.039452055,0.0023,0.181733333,1.096531792,2
0.137,0.146,0.1552,0.218,0.2974,0.314184711,0.154055103,1.916237113,-0.000342349,1.063013699,-0.0002,0.146066667,1.132846715,2
0.1726,0.1923,0.2023,0.2791,0.3613,0.282114975,0.128357277,1.785961443,0.01277156,1.05200208,0.0097,0.189066667,1.17207416,2
0.0823,0.0892,0.0878,0.1295,0.188,0.363306744,0.184251969,2.141230068,0.023816356,0.984304933,0.0083,0.086433333,1.066828676,2
0.1333,0.1455,0.1527,0.1991,0.262,0.263564022,0.136412926,1.71578258,0.008665511,1.049484536,0.005,0.143833333,1.145536384,2
0.149,0.1634,0.1663,0.2517,0.3286,0.327945039,0.132517663,1.975947084,0.017909983,1.017747858,0.0115,0.159566667,1.116107383,2
0.2401,0.2418,0.2749,0.3192,0.3863,0.168481549,0.095109851,1.405238268,-0.031444022,1.136889992,-0.0314,0.252266667,1.144939608,2
0.101,0.1092,0.1229,0.1696,0.2342,0.311677401,0.159980188,1.905614321,-0.012434999,1.125457875,-0.0055,0.111033333,1.216831683,2
0.1904,0.1978,0.208,0.2583,0.3319,0.229486942,0.12470349,1.595673077,-0.003526448,1.05156724,-0.0028,0.198733333,1.092436975,2
0.2433,0.2503,0.2686,0.3156,0.3652,0.152414011,0.072855464,1.359642591,-0.011160494,1.073112265,-0.0113,0.254066667,1.103986848,2
0.2206,0.2416,0.253,0.3375,0.4245,0.253136531,0.114173228,1.677865613,0.010033445,1.04718543,0.0096,0.2384,1.146872167,2
0.2076,0.2186,0.2243,0.2783,0.3351,0.19806936,0.092598631,1.493981275,0.006098263,1.026075023,0.0053,0.216833333,1.08044316,2
0.1581,0.169,0.1835,0.2284,0.2865,0.219148936,0.112837444,1.561307902,-0.005297234,1.085798817,-0.0036,0.1702,1.160657812,2
0.1018,0.1142,0.1279,0.1707,0.241,0.306587151,0.170755404,1.884284597,-0.002837808,1.119964974,-0.0013,0.114633333,1.256385069,2
0.165,0.1736,0.1874,0.2288,0.2692,0.179150241,0.081124498,1.436499466,-0.007432819,1.079493088,-0.0052,0.175333333,1.135757576,2
0.2417,0.2692,0.2647,0.369,0.4851,0.293945052,0.135932561,1.832640725,0.030627871,0.983283804,0.032,0.258533333,1.095159288,2
0.2336,0.2318,0.2458,0.2886,0.3382,0.158219178,0.0791321,1.375915378,-0.016755037,1.060396894,-0.0158,0.237066667,1.052226027,2
0.1222,0.1219,0.1351,0.1756,0.2301,0.260131435,0.134335716,1.703182828,-0.02694073,1.10828548,-0.0135,0.1264,1.105564648,2
0.2164,0.2295,0.2409,0.3,0.331,0.157545025,0.049128368,1.374014114,0.001855288,1.049673203,0.0017,0.228933333,1.113216266,2
0.243,0.2701,0.2731,0.4037,0.4983,0.291936738,0.104878049,1.824606371,0.022815488,1.011106997,0.0241,0.262066667,1.123868313,2
0.1546,0.167,0.1801,0.2316,0.296,0.243436253,0.122062168,1.643531371,-0.001046807,1.078443114,-0.0007,0.167233333,1.164941785,2
0.1635,0.181,0.1816,0.2429,0.3162,0.270389715,0.131103559,1.741189427,0.023900438,1.003314917,0.0169,0.175366667,1.110703364,2
0.1291,0.1377,0.1502,0.1979,0.2533,0.25551425,0.122783688,1.686418109,-0.007030827,1.090777052,-0.0039,0.139,1.163439194,2
0.1469,0.1563,0.161,0.2263,0.302,0.304535637,0.143289797,1.875776398,0.007574537,1.030070377,0.0047,0.154733333,1.095983662,2
0.189,0.2011,0.2215,0.2759,0.3314,0.198770121,0.091388111,1.496162528,-0.010212871,1.101442069,-0.0083,0.203866667,1.171957672,2
0.1052,0.1194,0.1223,0.1481,0.2346,0.314653965,0.226025608,1.918233851,0.024233326,1.024288107,0.0113,0.115633333,1.162547529,2
0.1866,0.2005,0.2096,0.2824,0.3496,0.250357654,0.106329114,1.667938931,0.006021074,1.045386534,0.0048,0.1989,1.123258307,2
0.2225,0.23,0.2607,0.3004,0.36,0.159980667,0.090248334,1.380897583,-0.024597116,1.133478261,-0.0232,0.237733333,1.171685393,2
0.156,0.1672,0.1778,0.2254,0.276,0.216394888,0.100917431,1.552305962,0.000897935,1.063397129,0.0006,0.167,1.13974359,2
0.1125,0.1205,0.1316,0.174,0.2344,0.280874317,0.147894221,1.781155015,-0.006390435,1.092116183,-0.0031,0.121533333,1.169777778,2
0.2187,0.2243,0.249,0.2893,0.34,0.154499151,0.080565708,1.365461847,-0.020844702,1.110120374,-0.0191,0.230666667,1.138545953,2
0.1475,0.1581,0.1684,0.2121,0.2655,0.223784282,0.111809045,1.576603325,0.000474608,1.06514864,0.0003,0.158,1.141694915,2
0.1805,0.1884,0.2085,0.2803,0.3388,0.238077837,0.094492005,1.624940048,-0.015931052,1.106687898,-0.0122,0.192466667,1.155124654,2
0.2329,0.2357,0.2573,0.3198,0.3738,0.18459832,0.077854671,1.452778857,-0.019550749,1.091641918,-0.0188,0.241966667,1.104765994,2
0.2223,0.2266,0.25,0.2924,0.3434,0.157398045,0.080213904,1.3736,-0.020637493,1.103265666,-0.0191,0.232966667,1.124606388,2
0.1214,0.1321,0.1466,0.2034,0.2701,0.29637629,0.140865892,1.842428377,-0.007140173,1.109765329,-0.0038,0.133366667,1.207578254,2
0.1551,0.1679,0.1815,0.2294,0.2932,0.235306509,0.122081898,1.615426997,-0.001189768,1.081000596,-0.0008,0.168166667,1.170212766,2
0.0599,0.1599,0.0846,0.3786,0.6018,0.753496503,0.227662179,7.113475177,0.377557614,0.529080675,0.1753,0.101466667,1.412353923,1
0.062,0.1969,0.0855,0.4379,0.6406,0.764495249,0.187946222,7.492397661,0.455015703,0.434230574,0.2463,0.1148,1.379032258,1
0.0596,0.1724,0.0837,0.3822,0.6223,0.762889518,0.23902439,7.434886499,0.412825241,0.48549884,0.2015,0.105233333,1.404362416,1
0.057,0.1669,0.0797,0.3621,0.6236,0.773354187,0.2652937,7.82434128,0.418916047,0.477531456,0.1971,0.1012,1.398245614,1
0.0556,0.1695,0.0737,0.4058,0.6469,0.795448238,0.229030113,8.777476255,0.447789878,0.43480826,0.2097,0.0996,1.325539568,1
0.0339,0.1048,0.0428,0.2732,0.5196,0.847795164,0.310797175,12.14018692,0.464198393,0.408396947,0.1329,0.0605,1.262536873,1
0.0459,0.1454,0.0623,0.3631,0.6335,0.820925553,0.271322496,10.16853933,0.45764411,0.428473177,0.1826,0.084533333,1.357298475,1
